speaker,party,seat,direction,onside_confirmed,rose_at_london,start_utc,end_utc,seconds,footage_link,hansard_link
The Chair,,,Neutral or unclear,,15:44:28,2026-09-15T14:44:28Z,2026-09-15T14:44:50Z,22,https://parliamentlive.tv/Event/Index/9b7f7aa9-eb60-447a-ac5e-8a0d01c7761f?in=01:42:53,https://hansard.parliament.uk/Commons/2026-09-15/debates/852cb4e5-da39-43a1-b769-9bfe0f268b65/#contribution-EC05C7E5-D659-4A40-8E08-D60B3901098F
The Chair,,,Neutral or unclear,,15:45:08,2026-09-15T14:45:08Z,2026-09-15T14:45:27Z,19,https://parliamentlive.tv/Event/Index/9b7f7aa9-eb60-447a-ac5e-8a0d01c7761f?in=01:43:33,https://hansard.parliament.uk/Commons/2026-09-15/debates/852cb4e5-da39-43a1-b769-9bfe0f268b65/#contribution-EC05C7E5-D659-4A40-8E08-D60B3901098F
The Chair,,,Neutral or unclear,,15:48:42,2026-09-15T14:48:42Z,2026-09-15T14:48:58Z,16,https://parliamentlive.tv/Event/Index/9b7f7aa9-eb60-447a-ac5e-8a0d01c7761f?in=01:47:07,https://hansard.parliament.uk/Commons/2026-09-15/debates/852cb4e5-da39-43a1-b769-9bfe0f268b65/#contribution-EC05C7E5-D659-4A40-8E08-D60B3901098F
The Chair,,,Neutral or unclear,,15:51:27,2026-09-15T14:51:27Z,2026-09-15T14:51:59Z,32,https://parliamentlive.tv/Event/Index/9b7f7aa9-eb60-447a-ac5e-8a0d01c7761f?in=01:49:52,https://hansard.parliament.uk/Commons/2026-09-15/debates/852cb4e5-da39-43a1-b769-9bfe0f268b65/#contribution-EC05C7E5-D659-4A40-8E08-D60B3901098F
The Chair,,,Neutral or unclear,,16:08:35,2026-09-15T15:08:35Z,2026-09-15T15:08:52Z,17,https://parliamentlive.tv/Event/Index/9b7f7aa9-eb60-447a-ac5e-8a0d01c7761f?in=02:07:00,https://hansard.parliament.uk/Commons/2026-09-15/debates/852cb4e5-da39-43a1-b769-9bfe0f268b65/#contribution-EC05C7E5-D659-4A40-8E08-D60B3901098F
The Chair,,,Neutral or unclear,,16:08:35,2026-09-15T15:08:35Z,2026-09-15T15:08:53Z,18,https://parliamentlive.tv/Event/Index/9b7f7aa9-eb60-447a-ac5e-8a0d01c7761f?in=02:07:00,https://hansard.parliament.uk/Commons/2026-09-15/debates/852cb4e5-da39-43a1-b769-9bfe0f268b65/#contribution-EC05C7E5-D659-4A40-8E08-D60B3901098F
The Chair,,,Neutral or unclear,,16:12:06,2026-09-15T15:12:06Z,2026-09-15T15:12:26Z,20,https://parliamentlive.tv/Event/Index/9b7f7aa9-eb60-447a-ac5e-8a0d01c7761f?in=02:10:31,https://hansard.parliament.uk/Commons/2026-09-15/debates/852cb4e5-da39-43a1-b769-9bfe0f268b65/#contribution-EC05C7E5-D659-4A40-8E08-D60B3901098F
The Chair,,,Neutral or unclear,,16:17:00,2026-09-15T15:17:00Z,2026-09-15T15:17:28Z,28,https://parliamentlive.tv/Event/Index/9b7f7aa9-eb60-447a-ac5e-8a0d01c7761f?in=02:15:25,https://hansard.parliament.uk/Commons/2026-09-15/debates/852cb4e5-da39-43a1-b769-9bfe0f268b65/#contribution-EC05C7E5-D659-4A40-8E08-D60B3901098F
The Chair,,,Neutral or unclear,,17:00:09,2026-09-15T16:00:09Z,2026-09-15T16:00:23Z,14,https://parliamentlive.tv/Event/Index/9b7f7aa9-eb60-447a-ac5e-8a0d01c7761f?in=02:58:34,https://hansard.parliament.uk/Commons/2026-09-15/debates/852cb4e5-da39-43a1-b769-9bfe0f268b65/#contribution-EC05C7E5-D659-4A40-8E08-D60B3901098F
The Chair,,,Neutral or unclear,,17:01:32,2026-09-15T16:01:32Z,2026-09-15T16:01:44Z,12,https://parliamentlive.tv/Event/Index/9b7f7aa9-eb60-447a-ac5e-8a0d01c7761f?in=02:59:57,https://hansard.parliament.uk/Commons/2026-09-15/debates/852cb4e5-da39-43a1-b769-9bfe0f268b65/#contribution-EC05C7E5-D659-4A40-8E08-D60B3901098F
The Chair,,,Neutral or unclear,,17:02:25,2026-09-15T16:02:25Z,2026-09-15T16:02:52Z,27,https://parliamentlive.tv/Event/Index/9b7f7aa9-eb60-447a-ac5e-8a0d01c7761f?in=03:00:50,https://hansard.parliament.uk/Commons/2026-09-15/debates/852cb4e5-da39-43a1-b769-9bfe0f268b65/#contribution-EC05C7E5-D659-4A40-8E08-D60B3901098F
Matt Vickers,Con,Stockton West,Neutral or unclear,yes,14:02:26,2026-09-15T13:02:26Z,2026-09-15T13:02:46Z,20,https://parliamentlive.tv/Event/Index/9b7f7aa9-eb60-447a-ac5e-8a0d01c7761f?in=00:00:51,https://hansard.parliament.uk/Commons/2026-09-15/debates/852cb4e5-da39-43a1-b769-9bfe0f268b65/#contribution-BB91133C-1CE1-4B41-8586-DC6459ED24F7
Matt Vickers,Con,Stockton West,Neutral or unclear,yes,14:02:46,2026-09-15T13:02:46Z,2026-09-15T13:03:02Z,16,https://parliamentlive.tv/Event/Index/9b7f7aa9-eb60-447a-ac5e-8a0d01c7761f?in=00:01:11,https://hansard.parliament.uk/Commons/2026-09-15/debates/852cb4e5-da39-43a1-b769-9bfe0f268b65/#contribution-BB91133C-1CE1-4B41-8586-DC6459ED24F7
Matt Vickers,Con,Stockton West,Neutral or unclear,yes,14:31:25,2026-09-15T13:31:25Z,2026-09-15T13:31:40Z,15,https://parliamentlive.tv/Event/Index/9b7f7aa9-eb60-447a-ac5e-8a0d01c7761f?in=00:29:50,https://hansard.parliament.uk/Commons/2026-09-15/debates/852cb4e5-da39-43a1-b769-9bfe0f268b65/#contribution-BB91133C-1CE1-4B41-8586-DC6459ED24F7
Matt Vickers,Con,Stockton West,Neutral or unclear,yes,14:33:57,2026-09-15T13:33:57Z,2026-09-15T13:34:07Z,10,https://parliamentlive.tv/Event/Index/9b7f7aa9-eb60-447a-ac5e-8a0d01c7761f?in=00:32:22,https://hansard.parliament.uk/Commons/2026-09-15/debates/852cb4e5-da39-43a1-b769-9bfe0f268b65/#contribution-BB91133C-1CE1-4B41-8586-DC6459ED24F7
Matt Vickers,Con,Stockton West,Neutral or unclear,yes,14:42:41,2026-09-15T13:42:41Z,2026-09-15T13:43:42Z,61,https://parliamentlive.tv/Event/Index/9b7f7aa9-eb60-447a-ac5e-8a0d01c7761f?in=00:41:06,https://hansard.parliament.uk/Commons/2026-09-15/debates/852cb4e5-da39-43a1-b769-9bfe0f268b65/#contribution-BB91133C-1CE1-4B41-8586-DC6459ED24F7
Matt Vickers,Con,Stockton West,Neutral or unclear,yes,14:42:41,2026-09-15T13:42:41Z,2026-09-15T13:43:42Z,61,https://parliamentlive.tv/Event/Index/9b7f7aa9-eb60-447a-ac5e-8a0d01c7761f?in=00:41:06,https://hansard.parliament.uk/Commons/2026-09-15/debates/852cb4e5-da39-43a1-b769-9bfe0f268b65/#contribution-BB91133C-1CE1-4B41-8586-DC6459ED24F7
Matt Vickers,Con,Stockton West,Neutral or unclear,yes,14:48:22,2026-09-15T13:48:22Z,2026-09-15T13:48:33Z,11,https://parliamentlive.tv/Event/Index/9b7f7aa9-eb60-447a-ac5e-8a0d01c7761f?in=00:46:47,https://hansard.parliament.uk/Commons/2026-09-15/debates/852cb4e5-da39-43a1-b769-9bfe0f268b65/#contribution-BB91133C-1CE1-4B41-8586-DC6459ED24F7
Matt Vickers,Con,Stockton West,Neutral or unclear,yes,14:48:33,2026-09-15T13:48:33Z,2026-09-15T13:48:51Z,18,https://parliamentlive.tv/Event/Index/9b7f7aa9-eb60-447a-ac5e-8a0d01c7761f?in=00:46:58,https://hansard.parliament.uk/Commons/2026-09-15/debates/852cb4e5-da39-43a1-b769-9bfe0f268b65/#contribution-BB91133C-1CE1-4B41-8586-DC6459ED24F7
Matt Vickers,Con,Stockton West,Neutral or unclear,yes,14:59:28,2026-09-15T13:59:28Z,2026-09-15T13:59:45Z,17,https://parliamentlive.tv/Event/Index/9b7f7aa9-eb60-447a-ac5e-8a0d01c7761f?in=00:57:53,https://hansard.parliament.uk/Commons/2026-09-15/debates/852cb4e5-da39-43a1-b769-9bfe0f268b65/#contribution-BB91133C-1CE1-4B41-8586-DC6459ED24F7
Matt Vickers,Con,Stockton West,Neutral or unclear,yes,14:59:45,2026-09-15T13:59:45Z,2026-09-15T14:00:05Z,20,https://parliamentlive.tv/Event/Index/9b7f7aa9-eb60-447a-ac5e-8a0d01c7761f?in=00:58:10,https://hansard.parliament.uk/Commons/2026-09-15/debates/852cb4e5-da39-43a1-b769-9bfe0f268b65/#contribution-BB91133C-1CE1-4B41-8586-DC6459ED24F7
Matt Vickers,Con,Stockton West,Neutral or unclear,yes,15:46:56,2026-09-15T14:46:56Z,2026-09-15T14:47:21Z,25,https://parliamentlive.tv/Event/Index/9b7f7aa9-eb60-447a-ac5e-8a0d01c7761f?in=01:45:21,https://hansard.parliament.uk/Commons/2026-09-15/debates/852cb4e5-da39-43a1-b769-9bfe0f268b65/#contribution-BB91133C-1CE1-4B41-8586-DC6459ED24F7
Matt Vickers,Con,Stockton West,Neutral or unclear,yes,15:47:39,2026-09-15T14:47:39Z,2026-09-15T14:47:51Z,12,https://parliamentlive.tv/Event/Index/9b7f7aa9-eb60-447a-ac5e-8a0d01c7761f?in=01:46:04,https://hansard.parliament.uk/Commons/2026-09-15/debates/852cb4e5-da39-43a1-b769-9bfe0f268b65/#contribution-BB91133C-1CE1-4B41-8586-DC6459ED24F7
Matt Vickers,Con,Stockton West,Neutral or unclear,yes,15:48:08,2026-09-15T14:48:08Z,2026-09-15T14:48:23Z,15,https://parliamentlive.tv/Event/Index/9b7f7aa9-eb60-447a-ac5e-8a0d01c7761f?in=01:46:33,https://hansard.parliament.uk/Commons/2026-09-15/debates/852cb4e5-da39-43a1-b769-9bfe0f268b65/#contribution-BB91133C-1CE1-4B41-8586-DC6459ED24F7
Matt Vickers,Con,Stockton West,Neutral or unclear,yes,16:07:27,2026-09-15T15:07:27Z,2026-09-15T15:07:50Z,23,https://parliamentlive.tv/Event/Index/9b7f7aa9-eb60-447a-ac5e-8a0d01c7761f?in=02:05:52,https://hansard.parliament.uk/Commons/2026-09-15/debates/852cb4e5-da39-43a1-b769-9bfe0f268b65/#contribution-BB91133C-1CE1-4B41-8586-DC6459ED24F7
Matt Vickers,Con,Stockton West,Neutral or unclear,yes,16:08:09,2026-09-15T15:08:09Z,2026-09-15T15:08:22Z,13,https://parliamentlive.tv/Event/Index/9b7f7aa9-eb60-447a-ac5e-8a0d01c7761f?in=02:06:34,https://hansard.parliament.uk/Commons/2026-09-15/debates/852cb4e5-da39-43a1-b769-9bfe0f268b65/#contribution-BB91133C-1CE1-4B41-8586-DC6459ED24F7
Matt Vickers,Con,Stockton West,Neutral or unclear,yes,16:10:00,2026-09-15T15:10:00Z,2026-09-15T15:11:33Z,93,https://parliamentlive.tv/Event/Index/9b7f7aa9-eb60-447a-ac5e-8a0d01c7761f?in=02:08:25,https://hansard.parliament.uk/Commons/2026-09-15/debates/852cb4e5-da39-43a1-b769-9bfe0f268b65/#contribution-BB91133C-1CE1-4B41-8586-DC6459ED24F7
Matt Vickers,Con,Stockton West,Neutral or unclear,yes,16:11:33,2026-09-15T15:11:33Z,2026-09-15T15:11:51Z,18,https://parliamentlive.tv/Event/Index/9b7f7aa9-eb60-447a-ac5e-8a0d01c7761f?in=02:09:58,https://hansard.parliament.uk/Commons/2026-09-15/debates/852cb4e5-da39-43a1-b769-9bfe0f268b65/#contribution-BB91133C-1CE1-4B41-8586-DC6459ED24F7
Matt Vickers,Con,Stockton West,Neutral or unclear,yes,16:17:28,2026-09-15T15:17:28Z,2026-09-15T15:17:57Z,29,https://parliamentlive.tv/Event/Index/9b7f7aa9-eb60-447a-ac5e-8a0d01c7761f?in=02:15:53,https://hansard.parliament.uk/Commons/2026-09-15/debates/852cb4e5-da39-43a1-b769-9bfe0f268b65/#contribution-BB91133C-1CE1-4B41-8586-DC6459ED24F7
Matt Vickers,Con,Stockton West,Neutral or unclear,yes,16:17:57,2026-09-15T15:17:57Z,2026-09-15T15:18:19Z,22,https://parliamentlive.tv/Event/Index/9b7f7aa9-eb60-447a-ac5e-8a0d01c7761f?in=02:16:22,https://hansard.parliament.uk/Commons/2026-09-15/debates/852cb4e5-da39-43a1-b769-9bfe0f268b65/#contribution-BB91133C-1CE1-4B41-8586-DC6459ED24F7
Matt Vickers,Con,Stockton West,Neutral or unclear,yes,16:18:19,2026-09-15T15:18:19Z,2026-09-15T15:18:41Z,22,https://parliamentlive.tv/Event/Index/9b7f7aa9-eb60-447a-ac5e-8a0d01c7761f?in=02:16:44,https://hansard.parliament.uk/Commons/2026-09-15/debates/852cb4e5-da39-43a1-b769-9bfe0f268b65/#contribution-BB91133C-1CE1-4B41-8586-DC6459ED24F7
Matt Vickers,Con,Stockton West,Neutral or unclear,yes,16:18:41,2026-09-15T15:18:41Z,2026-09-15T15:19:04Z,23,https://parliamentlive.tv/Event/Index/9b7f7aa9-eb60-447a-ac5e-8a0d01c7761f?in=02:17:06,https://hansard.parliament.uk/Commons/2026-09-15/debates/852cb4e5-da39-43a1-b769-9bfe0f268b65/#contribution-BB91133C-1CE1-4B41-8586-DC6459ED24F7
Matt Vickers,Con,Stockton West,Neutral or unclear,yes,16:24:39,2026-09-15T15:24:39Z,2026-09-15T15:24:51Z,12,https://parliamentlive.tv/Event/Index/9b7f7aa9-eb60-447a-ac5e-8a0d01c7761f?in=02:23:04,https://hansard.parliament.uk/Commons/2026-09-15/debates/852cb4e5-da39-43a1-b769-9bfe0f268b65/#contribution-BB91133C-1CE1-4B41-8586-DC6459ED24F7
Matt Vickers,Con,Stockton West,Neutral or unclear,yes,16:25:35,2026-09-15T15:25:35Z,2026-09-15T15:25:55Z,20,https://parliamentlive.tv/Event/Index/9b7f7aa9-eb60-447a-ac5e-8a0d01c7761f?in=02:24:00,https://hansard.parliament.uk/Commons/2026-09-15/debates/852cb4e5-da39-43a1-b769-9bfe0f268b65/#contribution-BB91133C-1CE1-4B41-8586-DC6459ED24F7
Matt Vickers,Con,Stockton West,Neutral or unclear,yes,17:01:44,2026-09-15T16:01:44Z,2026-09-15T16:02:11Z,27,https://parliamentlive.tv/Event/Index/9b7f7aa9-eb60-447a-ac5e-8a0d01c7761f?in=03:00:09,https://hansard.parliament.uk/Commons/2026-09-15/debates/852cb4e5-da39-43a1-b769-9bfe0f268b65/#contribution-BB91133C-1CE1-4B41-8586-DC6459ED24F7
Matt Vickers,Con,Stockton West,Neutral or unclear,yes,17:02:11,2026-09-15T16:02:11Z,2026-09-15T16:02:19Z,8,https://parliamentlive.tv/Event/Index/9b7f7aa9-eb60-447a-ac5e-8a0d01c7761f?in=03:00:36,https://hansard.parliament.uk/Commons/2026-09-15/debates/852cb4e5-da39-43a1-b769-9bfe0f268b65/#contribution-BB91133C-1CE1-4B41-8586-DC6459ED24F7
Matt Vickers,Con,Stockton West,Neutral or unclear,yes,17:02:19,2026-09-15T16:02:19Z,2026-09-15T16:02:25Z,6,https://parliamentlive.tv/Event/Index/9b7f7aa9-eb60-447a-ac5e-8a0d01c7761f?in=03:00:44,https://hansard.parliament.uk/Commons/2026-09-15/debates/852cb4e5-da39-43a1-b769-9bfe0f268b65/#contribution-BB91133C-1CE1-4B41-8586-DC6459ED24F7
Anna Turley,,,Neutral or unclear,yes,14:03:02,2026-09-15T13:03:02Z,2026-09-15T13:03:24Z,22,https://parliamentlive.tv/Event/Index/9b7f7aa9-eb60-447a-ac5e-8a0d01c7761f?in=00:01:27,https://hansard.parliament.uk/Commons/2026-09-15/debates/852cb4e5-da39-43a1-b769-9bfe0f268b65/#contribution-EAE4AA34-A159-43E3-97D1-37409F48D583
Anna Turley,,,Neutral or unclear,yes,14:14:59,2026-09-15T13:14:59Z,2026-09-15T13:15:16Z,17,https://parliamentlive.tv/Event/Index/9b7f7aa9-eb60-447a-ac5e-8a0d01c7761f?in=00:13:24,https://hansard.parliament.uk/Commons/2026-09-15/debates/852cb4e5-da39-43a1-b769-9bfe0f268b65/#contribution-EAE4AA34-A159-43E3-97D1-37409F48D583
Anna Turley,,,Neutral or unclear,yes,14:35:27,2026-09-15T13:35:27Z,2026-09-15T13:35:49Z,22,https://parliamentlive.tv/Event/Index/9b7f7aa9-eb60-447a-ac5e-8a0d01c7761f?in=00:33:52,https://hansard.parliament.uk/Commons/2026-09-15/debates/852cb4e5-da39-43a1-b769-9bfe0f268b65/#contribution-EAE4AA34-A159-43E3-97D1-37409F48D583
Anna Turley,,,Neutral or unclear,yes,14:43:42,2026-09-15T13:43:42Z,2026-09-15T13:43:56Z,14,https://parliamentlive.tv/Event/Index/9b7f7aa9-eb60-447a-ac5e-8a0d01c7761f?in=00:42:07,https://hansard.parliament.uk/Commons/2026-09-15/debates/852cb4e5-da39-43a1-b769-9bfe0f268b65/#contribution-EAE4AA34-A159-43E3-97D1-37409F48D583
Anna Turley,,,Neutral or unclear,yes,14:48:51,2026-09-15T13:48:51Z,2026-09-15T13:49:25Z,34,https://parliamentlive.tv/Event/Index/9b7f7aa9-eb60-447a-ac5e-8a0d01c7761f?in=00:47:16,https://hansard.parliament.uk/Commons/2026-09-15/debates/852cb4e5-da39-43a1-b769-9bfe0f268b65/#contribution-EAE4AA34-A159-43E3-97D1-37409F48D583
Anna Turley,,,Neutral or unclear,yes,14:49:25,2026-09-15T13:49:25Z,2026-09-15T13:51:10Z,105,https://parliamentlive.tv/Event/Index/9b7f7aa9-eb60-447a-ac5e-8a0d01c7761f?in=00:47:50,https://hansard.parliament.uk/Commons/2026-09-15/debates/852cb4e5-da39-43a1-b769-9bfe0f268b65/#contribution-EAE4AA34-A159-43E3-97D1-37409F48D583
Anna Turley,,,Neutral or unclear,yes,15:09:45,2026-09-15T14:09:45Z,2026-09-15T14:10:49Z,64,https://parliamentlive.tv/Event/Index/9b7f7aa9-eb60-447a-ac5e-8a0d01c7761f?in=01:08:10,https://hansard.parliament.uk/Commons/2026-09-15/debates/852cb4e5-da39-43a1-b769-9bfe0f268b65/#contribution-EAE4AA34-A159-43E3-97D1-37409F48D583
Anna Turley,,,Neutral or unclear,yes,15:11:07,2026-09-15T14:11:07Z,2026-09-15T14:11:22Z,15,https://parliamentlive.tv/Event/Index/9b7f7aa9-eb60-447a-ac5e-8a0d01c7761f?in=01:09:32,https://hansard.parliament.uk/Commons/2026-09-15/debates/852cb4e5-da39-43a1-b769-9bfe0f268b65/#contribution-EAE4AA34-A159-43E3-97D1-37409F48D583
Anna Turley,,,Neutral or unclear,yes,15:48:23,2026-09-15T14:48:23Z,2026-09-15T14:48:42Z,19,https://parliamentlive.tv/Event/Index/9b7f7aa9-eb60-447a-ac5e-8a0d01c7761f?in=01:46:48,https://hansard.parliament.uk/Commons/2026-09-15/debates/852cb4e5-da39-43a1-b769-9bfe0f268b65/#contribution-EAE4AA34-A159-43E3-97D1-37409F48D583
Anna Turley,,,Neutral or unclear,yes,16:11:51,2026-09-15T15:11:51Z,2026-09-15T15:12:06Z,15,https://parliamentlive.tv/Event/Index/9b7f7aa9-eb60-447a-ac5e-8a0d01c7761f?in=02:10:16,https://hansard.parliament.uk/Commons/2026-09-15/debates/852cb4e5-da39-43a1-b769-9bfe0f268b65/#contribution-EAE4AA34-A159-43E3-97D1-37409F48D583
Mr Paul Foster,Lab,South Ribble,With us,yes,14:15:58,2026-09-15T13:15:58Z,2026-09-15T13:16:54Z,56,https://parliamentlive.tv/Event/Index/9b7f7aa9-eb60-447a-ac5e-8a0d01c7761f?in=00:14:23,https://hansard.parliament.uk/Commons/2026-09-15/debates/852cb4e5-da39-43a1-b769-9bfe0f268b65/#contribution-E6943C20-459E-4BAE-97B8-3E0899D76C9B
Mr Paul Foster,Lab,South Ribble,With us,yes,15:15:01,2026-09-15T14:15:01Z,2026-09-15T14:16:03Z,62,https://parliamentlive.tv/Event/Index/9b7f7aa9-eb60-447a-ac5e-8a0d01c7761f?in=01:13:26,https://hansard.parliament.uk/Commons/2026-09-15/debates/852cb4e5-da39-43a1-b769-9bfe0f268b65/#contribution-E6943C20-459E-4BAE-97B8-3E0899D76C9B
Mr Paul Foster,Lab,South Ribble,With us,yes,15:19:35,2026-09-15T14:19:35Z,2026-09-15T14:19:52Z,17,https://parliamentlive.tv/Event/Index/9b7f7aa9-eb60-447a-ac5e-8a0d01c7761f?in=01:18:00,https://hansard.parliament.uk/Commons/2026-09-15/debates/852cb4e5-da39-43a1-b769-9bfe0f268b65/#contribution-E6943C20-459E-4BAE-97B8-3E0899D76C9B
Mr Paul Foster,Lab,South Ribble,With us,yes,15:19:52,2026-09-15T14:19:52Z,2026-09-15T14:20:18Z,26,https://parliamentlive.tv/Event/Index/9b7f7aa9-eb60-447a-ac5e-8a0d01c7761f?in=01:18:17,https://hansard.parliament.uk/Commons/2026-09-15/debates/852cb4e5-da39-43a1-b769-9bfe0f268b65/#contribution-E6943C20-459E-4BAE-97B8-3E0899D76C9B
Mr Paul Foster,Lab,South Ribble,With us,yes,15:38:40,2026-09-15T14:38:40Z,2026-09-15T14:38:51Z,11,https://parliamentlive.tv/Event/Index/9b7f7aa9-eb60-447a-ac5e-8a0d01c7761f?in=01:37:05,https://hansard.parliament.uk/Commons/2026-09-15/debates/852cb4e5-da39-43a1-b769-9bfe0f268b65/#contribution-E6943C20-459E-4BAE-97B8-3E0899D76C9B
