Decision-Maker,++,+,0,-,--,Target (Y/N),Based on,Confidence,Evidence items,Profile,Comments
"Neil Coyle (Labour, Bermondsey and Old Southwark)",,1,,,,,"a question, 5 years ago",thin (weak evidence kinds only (questions or co-signatures)),4,mp-votes.html#mp-4368,"CONFLICTING SIGNALS - review all evidence | 2022-01-24 PQ: Surrogacy ""Surrogacy"" [0: Neutral information-seeking about statelessness in surrogacy cases] | 2022-01-24 PQ: Surrogacy ""To ask the Secretary of State for Health and Social Care, what steps his Department is taking to ensure there is greater clarity and transparency on legitimate expenses paid for UK surrogacy, including (a) compensation paid to a surrogate and (b) a recupe"" [+: Seeks scrutiny of surrogacy compensation, aligning with concerns over commercial surrogacy] | 2022-01-24 PQ: Surrogacy ""Surrogacy"" [-: Pushes for easier legal recognition of surrogacy arrangements, against commercial surrogacy caution] | 2022-01-24 PQ: Surrogacy ""To ask the Secretary of State for Health and Social Care, what steps his Department is taking to reform surrogacy law in response to the proposals set out in the Law Commission’s 2019 Consultation Paper Building families through surrogacy: a new law; and"" [0: Neutral information-seeking on surrogacy law reform progress]"
"Mims Davies (Conservative, East Grinstead and Uckfield)",,1,,,,,"a question, 4 weeks ago",thin (weak evidence kinds only (questions or co-signatures)),3,mp-votes.html#mp-4513,"2026-07-17 PQ: Surrogacy: Nigeria ""Surrogacy: Nigeria"" [+: Highlights growing surrogacy trend abroad, consistent with concern over commercial surrogacy] | 2026-07-17 PQ: Surrogacy: Nigeria ""Surrogacy: Nigeria"" [+: Raises concern over international surrogacy destination, implying scrutiny of commercial surrogacy] | 2026-07-16 PQ: Surrogacy: Parenting Orders ""Surrogacy: Parenting Orders"" [+: Flags safeguarding concerns over surrogacy by single men, aligning with surrogacy opposition]"
"Danny Kruger (Reform UK, East Wiltshire)",,1,,,,,"a speech, 17 months ago",thin (only 2 evidence items on record),2,mp-votes.html#mp-4858,"2025-03-18 DEBATE: Spoke: Terminally Ill Adults (End of Life) Bill (Twenty-fifth sitting) ""“social workers have duties in relation to both mental capacity and adult safeguarding, so it is concerning that legal protection in Section 23 of the Bill is given to healthcare professionals but not to social workers. All professionals that could..."" [+: Advocates broader conscience protections for those refusing to assist in assisted dying] | 2025-03-18 DEBATE: Spoke: Terminally Ill Adults (End of Life) Bill (Twenty-fifth sitting) ""I am very pleased to hear it. I thank the hon. Lady for that. That helps me because I was perplexed about the difference. It is good to hear from her that there is no particular group of professionals who she thinks should not be included in the conscience..."" [+: Proposes conscience clause protecting professionals from involvement in assisted dying]"
"Fabian Hamilton (Labour, Leeds North East)",,1,,,,,"a question, 11 months ago",thin (only 2 evidence items on record),2,mp-votes.html#mp-415,"2025-09-08 PQ: Surrogacy ""To ask the Secretary of State for Health and Social Care, whether his Department has made an assessment of the (a) ethical, (b) legal, and (c) safeguarding implications of UK residents entering commercial surrogacy arrangements overseas; and whether the G"" [+: Highlights ethical, legal and safeguarding concerns over commercial surrogacy abroad] | 2025-01-31 PQ: Surrogacy ""Surrogacy"" [0: Procedural request for meeting details, no stance shown]"
"Claire Hazelgrove (Labour, Filton and Bradley Stoke)",,1,,,,,"a question, 6 weeks ago",thin (only 1 evidence item on record),1,mp-votes.html#mp-5306,"2026-07-01 PQ: Surrogacy ""To ask the Secretary of State for Health and Social Care, what his Department's planned timetable is for publishing a response to the Law Commission’s 2023 report on surrogacy; and what steps it is taking to address concerns about the impact of potential"" [+: Flags concerns about impact of surrogacy law reform, aligning with caution on commercial surrogacy]"
"Paul Waugh (Labour (Co-op), Rochdale)",,1,,,,,"a speech, 14 months ago",thin (only 1 evidence item on record),1,mp-votes.html#mp-5071,"2025-06-13 DEBATE: Spoke: Terminally Ill Adults (End of Life) Bill ""Terminally Ill Adults (End of Life) Bill"" [+: Warns against commercialised advertising for assisted death, seeking stronger safeguards]"
"Rebecca Paul (Conservative, Reigate)",,1,,,,,"a question, 10 months ago",thin (only 1 evidence item on record),1,mp-votes.html#mp-5297,"2025-10-22 PQ: Crimes of Violence: Women (re: surrogacy) ""To ask the Secretary of State for Health and Social Care, what assessment he has made of the potential implications for his policies of the recommendations on surrogacy in the report by the UN Special Rapporteur for Violence Against Women and Girls entitl"" [+: Raises UN report on surrogacy harms to women, aligns with anti-commercial-surrogacy concerns]"
"Tulip Siddiq (Labour, Hampstead and Highgate)",,1,,,,,"a question, 3 years ago",thin (only 1 evidence item on record),1,mp-votes.html#mp-4518,"2023-05-09 PQ: Surrogacy ""Surrogacy"" [+: Asks about preventing commodification of surrogacy, aligns with opposition to commercial surrogacy]"
"Anna McMorrin (Labour, Cardiff North)",,,1,,,,"a question, 7 years ago","thin (little on record, none of it directional)",2,mp-votes.html#mp-4632,"2020-01-30 PQ: Surrogacy ""To ask the Secretary of State for Health and Social Care, if he will publish the Government's response to the Law Commission's consultation entitled Building families through surrogacy: a new law, which closed on 11 October 2019."" [0: Neutral request to publish government response on surrogacy consultation] | 2020-01-30 PQ: Surrogacy ""To ask the Secretary of State for Health and Social Care, whether the Government plans to bring forward legislative proposals on surrogacy before the planned report on the issue by the Law Commission in 2021; and if he will make a statement."" [0: Neutral procedural question on surrogacy legislative timing]"
"Chris Elmore (Labour, Bridgend)",,,1,,,,"a speech, 2 years ago","thin (little on record, none of it directional)",2,mp-votes.html#mp-4572,"2024-04-26 DEBATE: Spoke:  Paternity Leave (Bereavement) Bill (re: surrogacy) ""Secondly, the Bill was amended to enable regulations to be made concerning the eligibility of adoptive and surrogacy parents for this entitlement. Once made, the regulations will allow the surviving parents of adopted children and of children born through..."" [0: Neutral factual description of surrogacy parent leave eligibility regulations] | 2024-03-20 DEBATE: Spoke: Shared Parental Leave and Pay (Bereavement) Bill (re: surrogacy) ""Secondly, the entitlement establishes that the surviving partner of a parent who has opted to take adoption leave is in the scope of the entitlement. That allows the surviving parents of adopted children and of children born through surrogacy arrangements to..."" [0: Extends bereavement leave to surrogacy families for equal treatment, not endorsing commercial surrogacy]"
"Frank McNally (Labour, Coatbridge and Bellshill)",,,1,,,,"a question, 14 months ago","thin (little on record, none of it directional)",2,mp-votes.html#mp-5183,"2025-06-12 PQ: Surrogacy ""Surrogacy"" [0: Neutral procedural question on timetable for surrogacy report response] | 2024-10-18 PQ: Surrogacy ""To ask the Secretary of State for Health and Social Care, whether he plans to respond to the report by the Law Commission of England and Wales and the Scottish Law Commission entitled Building families through surrogacy: a new law, published on 28 March 2"" [0: Neutral procedural question on government response to surrogacy report]"
"Harriet Cross (Conservative, Gordon and Buchan)",,,1,,,,"a question, 17 months ago","thin (little on record, none of it directional)",2,mp-votes.html#mp-5311,"2025-03-10 PQ: Surrogacy: Regulation ""To ask the Secretary of State for Health and Social Care, what discussions his Department has had with the Human Fertilisation and Embryology Authority on the proposal for it to be designated as the regulator for surrogacy, as recommended in the Law Commi"" [0: Neutral inquiry on HFEA as surrogacy regulator] | 2025-03-10 PQ: Surrogacy ""To ask the Secretary of State for Health and Social Care, when the Government plans to publish its full response to the Law Commission’s report Building Families Through Surrogacy: A New Law, published in March 2023, following its interim response on 8 No"" [0: Neutral request for timing of surrogacy report response]"
"Justin Madders (Labour, Ellesmere Port and Bromborough)",,,1,,,,"a speech, 18 months ago","thin (little on record, none of it directional)",2,mp-votes.html#mp-4418,"2025-02-11 DEBATE: Spoke: Terms and Conditions of Employment (re: surrogacy) ""To ensure that as many parents as possible are eligible, the definition of “parent” in the regulations encompasses adoptive parents, foster-to-adopt parents and intended parents in surrogacy arrangements. Those who meet this definition will also be required..."" [0: Neutral technical description of parental leave rules including surrogacy, no clear stance] | 2024-04-26 DEBATE: Spoke:  Paternity Leave (Bereavement) Bill (re: surrogacy) ""As we know, at present the only right to statutory bereavement leave is for parents who have lost children up to the age of 18. Leave is a day one right, but the entitlement to pay is conditional on their having been in employment and earning a certain amount..."" [0: Discusses bereavement leave rules, unrelated to surrogacy policy directly]"
"Andrew George (Liberal Democrat, St Ives)",,,1,,,,"a motion signed, 17 years ago","thin (little on record, none of it directional)",1,mp-votes.html#mp-227,"2009-07-20 EDM-SIGNED: Signed EDM: DESTRUCTION OF STORED HUMAN EMBRYOS (re: surrogacy) [0: Concerns embryo storage for surrogacy access, not commercial surrogacy stance directly]"
"Bill Esterson (Labour, Sefton Central)",,,1,,,,"a question, 6 years ago","thin (little on record, none of it directional)",1,mp-votes.html#mp-4061,"2020-06-02 PQ: British Nationals Abroad: Coronavirus (re: surrogacy) ""To ask the Secretary of State for Foreign and Commonwealth Affairs, what assessment he has made of the ability of UK citizens to travel abroad during the covid-19 outbreak in order to register the birth of surrogate babies and accompany them to the UK."" [0: Neutral covid travel query, not addressing surrogacy policy directly]"
"Blair McDougall (Labour, East Renfrewshire)",,,1,,,,"a question, 22 months ago","thin (little on record, none of it directional)",1,mp-votes.html#mp-5076,"2024-10-28 PQ: Italy: Surrogacy ""Italy: Surrogacy"" [0: Neutral factual query on diplomatic representations regarding surrogacy ban]"
"Blake Stephenson (Conservative, Mid Bedfordshire)",,,1,,,,"a question, 8 months ago","thin (little on record, none of it directional)",1,mp-votes.html#mp-5100,"2025-12-11 PQ: Department of Health and Social Care: Visas (re: Human Fertilisation and Embryology) ""To ask the Secretary of State for Health and Social Care, how many visas a) his Department, b) the Medicines and Healthcare Regulatory Agency, c) the UK Health Security Agency, d) the Care Quality Commission, e) the Human Fertilisation and Embryology Auth"" [0: Visa numbers question unrelated to surrogacy policy]"
"Brendan O'Hara (Scottish National Party, Argyll, Bute and South Lochaber)",,,1,,,,"a motion signed, 8 years ago","thin (little on record, none of it directional)",1,mp-votes.html#mp-4371,"2018-10-17 EDM-SIGNED: Signed EDM: PATERNITY LEAVE (re: surrogacy) [0: Concerns paternity leave equity, not directly addressing surrogacy commercialisation]"
"Caroline Nokes (Conservative, Romsey and Southampton North)",,,1,,,,"a speech, 6 years ago","thin (little on record, none of it directional)",1,mp-votes.html#mp-4048,"2021-02-11 DEBATE: Spoke:  Ministerial and other Maternity Allowances Bill (re: surrogacy) ""Although I regret that the legislation is coming only now, at least it is coming now. But does it go far enough? It is painfully evident that it does not. Where is adoption leave, and what about provision for shared parental leave? Can my right hon. Friend..."" [0: Focuses on adoption and parental leave gaps, no substantive surrogacy stance given]"
"Chris Law (Scottish National Party, Dundee Central)",,,1,,,,"a motion signed, 8 years ago","thin (little on record, none of it directional)",1,mp-votes.html#mp-4403,"2018-10-17 EDM-SIGNED: Signed EDM: PATERNITY LEAVE (re: surrogacy) [0: Concerns paternity leave equity, not directly addressing surrogacy commercialisation]"
"Clive Efford (Labour, Eltham and Chislehurst)",,,1,,,,"a motion signed, 17 years ago","thin (little on record, none of it directional)",1,mp-votes.html#mp-165,"2009-07-20 EDM-SIGNED: Signed EDM: DESTRUCTION OF STORED HUMAN EMBRYOS (re: surrogacy) [0: Concerns embryo storage for surrogacy access, not commercial surrogacy stance directly]"
"Dan Tomlinson (Labour, Chipping Barnet)",,,1,,,,"a question, 20 months ago","thin (little on record, none of it directional)",1,mp-votes.html#mp-5282,"2024-12-23 PQ: Visas: Colombia (re: surrogacy) ""To ask the Secretary of State for the Home Department, whether she has made an assessment of the potential impact of the new visa requirements for Colombian citizens on UK citizens who are intending to return to the UK with children born through surrogacy"" [0: Factual query on visa impact for surrogacy families, no clear stance]"
"Edward Argar (Conservative, Melton and Syston)",,,1,,,,"a speech, 3 years ago","thin (little on record, none of it directional)",1,mp-votes.html#mp-4362,"2023-03-01 DEBATE: Spoke:  Work of the Law Commission ""However, thanks to the new arrangements that my right hon. and learned Friend put in place, the work on it current and 13th programme, launched in 2017, can continue at pace, including on projects such as smart contracts, electronic signatures, automated..."" [0: General thanks to Law Commission, no substantive stance on listed areas]"
"Gregory Stafford (Conservative, Farnham and Bordon)",,,1,,,,"a question, 17 months ago","thin (little on record, none of it directional)",1,mp-votes.html#mp-5351,"2025-03-07 PQ: Surrogacy: Regulation ""To ask the Secretary of State for Health and Social Care, whether he has considered making the Human Fertilisation and Embryology Authority a surrogacy regulator."" [0: Neutral inquiry on HFEA as surrogacy regulator]"
"John McDonnell (Labour, Hayes and Harlington)",,,1,,,,"a motion signed, 17 years ago","thin (little on record, none of it directional)",1,mp-votes.html#mp-178,"2009-07-20 EDM-SIGNED: Signed EDM: DESTRUCTION OF STORED HUMAN EMBRYOS (re: surrogacy) [0: Concerns embryo storage for surrogacy access, not commercial surrogacy stance directly]"
"Julia Lopez (Conservative, Hornchurch and Upminster)",,,1,,,,"a question, 17 months ago","thin (little on record, none of it directional)",1,mp-votes.html#mp-4647,"2025-03-07 PQ: Surrogacy: Regulation ""Surrogacy: Regulation"" [0: Neutral fact-finding on surrogacy regulatory discussions]"
"Kate Dearden (Labour (Co-op), Halifax)",,,1,,,,"a speech, 6 months ago","thin (little on record, none of it directional)",1,mp-votes.html#mp-5224,"2026-02-09 DEBATE: Spoke: Draft Bereaved Partner’s Paternity Leave Regulations 2026  Draft Employment

 Rights Act 1996 (Application of Section 80B to Adoptions from Overseas) (Amendment)  Regulations 2026  Draft Empl ""The Paternity Leave (Bereavement) Act 2024 established a new statutory entitlement to bereaved partner’s paternity leave of up to 52 weeks for employed fathers and partners if the mother or primary adopter dies in the first year of a child’s life or adoption...."" [0: Procedural description of paternity leave regulations extending to surrogacy arrangements]"
"Lewis Atkinson (Labour, Sunderland Central)",,,1,,,,"a speech, 17 months ago","thin (little on record, none of it directional)",1,mp-votes.html#mp-5028,"2025-03-25 DEBATE: Spoke: Terminally Ill Adults (End of Life) Bill (Twenty-ninth sitting) ""Terminally Ill Adults (End of Life) Bill (Twenty-ninth sitting)"" [0: Procedural discussion of surrogacy advertising offence, no clear stance on assisted dying or surrogacy]"
"Lilian Greenwood (Labour, Nottingham South)",,,1,,,,"a speech, 3 years ago","thin (little on record, none of it directional)",1,mp-votes.html#mp-4029,"2023-11-09 DEBATE: Spoke:  Business of the House (re: surrogacy) ""I would welcome the Leader of the House’s advice on how to expedite a response from the Foreign, Commonwealth and Development Office for my constituents who are desperate to return home from Kyiv with their newborn son, who was born in September in Ukraine..."" [0: Constituency casework seeking travel document for surrogate-born child, not a policy stance]"
"Pete Wishart (Scottish National Party, Perth and Kinross-shire)",,,1,,,,"a motion signed, 8 years ago","thin (little on record, none of it directional)",1,mp-votes.html#mp-1440,"2018-10-17 EDM-SIGNED: Signed EDM: PATERNITY LEAVE (re: surrogacy) [0: Concerns paternity leave equity, not directly addressing surrogacy commercialisation]"
"Priti Patel (Conservative, Witham)",,,1,,,,"a speech, 4 years ago","thin (little on record, none of it directional)",1,mp-votes.html#mp-4066,"2022-03-10 DEBATE: Spoke:  Refugees from Ukraine ""The hon. Gentleman is absolutely right to raise the issue of surrogacy cases—a number of those cases have been raised with me. We are absolutely looking to make changes to this: there are various requirements we need to make in the UK with those particular..."" [0: Notes surrogacy cases needing policy review, no clear stance on commercial surrogacy]"
"Richard Foord (Liberal Democrat, Honiton and Sidmouth)",,,1,,,,"a speech, 2 years ago","thin (little on record, none of it directional)",1,mp-votes.html#mp-4942,"2024-04-18 DEBATE: Spoke: Access to Redress Schemes (re: surrogacy) ""“I lost my career as an IT consultant, it made me infertile so I have been unable to have a family, and we had we had to stop IVF and surrogacy attempts because I became too ill to be a parent. I’ve had brain, body, psychological and emotional impacts from..."" [0: Personal testimony about health impacts, unrelated to surrogacy policy direction]"
"Sam Carling (Labour, North West Cambridgeshire)",,,1,,,,"a speech, 3 months ago","thin (little on record, none of it directional)",1,mp-votes.html#mp-5308,"2026-05-20 DEBATE: Spoke: Defence Readiness (re: Islamis) ""To name just a few regulators, we have the Medicines and Healthcare products Regulatory Agency looking at safety and efficacy; the National Institute for Health and Care Excellence examining cost-effectiveness; the Health and Safety Executive examining..."" [0: Discusses health regulators, unrelated to surrogacy policy]"
"Stephen Kinnock (Labour, Aberafan Maesteg)",,,1,,,,"a question, 3 years ago","thin (little on record, none of it directional)",1,mp-votes.html#mp-4359,"2023-12-01 PQ: Surrogacy ""To ask the Secretary of State for Health and Social Care, what plans she has to implement the recommendations of the Law Commission's report Building families through surrogacy: a new law, HC1236, on (a) establishing a new pathway for surrogacy in which i"" [0: Neutral inquiry into government plans on Law Commission surrogacy recommendations]"
"Taiwo Owatemi (Labour, Coventry North West)",,,1,,,,"a question, 4 years ago","thin (little on record, none of it directional)",1,mp-votes.html#mp-4779,"2022-12-08 PQ: Fertility: HIV/AIDS (re: Human Fertilisation and Embryology) ""To ask the Secretary of State for Health and Social Care, what assessment his Department of the potential merits of making changes to the Human Fertilisation and Embryology Act to allow greater access to fertility treatment for people with HIV."" [0: Fertility treatment access question, unrelated to surrogacy stance]"
"Wendy Chamberlain (Liberal Democrat, North East Fife)",,,1,,,,"a speech, 4 months ago","thin (little on record, none of it directional)",1,mp-votes.html#mp-4765,"2026-04-23 DEBATE: Spoke:  Business of the House (re: surrogacy) ""First, I am grateful to the Leader of the House for bringing my previous concerns about the management of visa cases in the Home Office to the Department’s attention. However, at the moment I have a very acute issue with immediate support needs. A constituent..."" [0: Purely a constituent casework request about surrogacy travel, no policy stance]"
"Abtisam Mohamed (Labour, Sheffield Central)",,,1,,,,no evidence,,0,mp-votes.html#mp-5142,No recorded activity on this area (ledger from 2026-02-03)
"Adam Dance (Liberal Democrat, Yeovil)",,,1,,,,no evidence,,0,mp-votes.html#mp-5191,No recorded activity on this area (ledger from 2026-02-03)
"Adam Jogee (Labour, Newcastle-under-Lyme)",,,1,,,,no evidence,,0,mp-votes.html#mp-5168,No recorded activity on this area (ledger from 2026-02-03)
"Adam Thompson (Labour, Erewash)",,,1,,,,no evidence,,0,mp-votes.html#mp-5044,No recorded activity on this area (ledger from 2026-02-03)
"Adrian Ramsay (Green Party, Waveney Valley)",,,1,,,,no evidence,,0,mp-votes.html#mp-5320,No recorded activity on this area (ledger from 2026-02-03)
"Afzal Khan (Labour, Manchester Rusholme)",,,1,,,,no evidence,,0,mp-votes.html#mp-4671,No recorded activity on this area (ledger from 2026-02-03)
"Al Carns (Labour, Birmingham Selly Oak)",,,1,,,,no evidence,,0,mp-votes.html#mp-5235,No recorded activity on this area (ledger from 2026-02-03)
"Alan Gemmell (Labour, Central Ayrshire)",,,1,,,,no evidence,,0,mp-votes.html#mp-5185,No recorded activity on this area (ledger from 2026-02-03)
"Alan Mak (Conservative, Havant)",,,1,,,,no evidence,,0,mp-votes.html#mp-4484,No recorded activity on this area (ledger from 2026-02-03)
"Alan Strickland (Labour, Newton Aycliffe and Spennymoor)",,,1,,,,no evidence,,0,mp-votes.html#mp-5080,No recorded activity on this area (ledger from 2026-02-03)
"Alberto Costa (Conservative, South Leicestershire)",,,1,,,,no evidence,,0,mp-votes.html#mp-4439,No recorded activity on this area (ledger from 2026-02-03)
"Alex Baker (Labour, Aldershot)",,,1,,,,no evidence,,0,mp-votes.html#mp-5173,No recorded activity on this area (ledger from 2026-02-03)
"Alex Ballinger (Labour, Halesowen)",,,1,,,,no evidence,,0,mp-votes.html#mp-5238,No recorded activity on this area (ledger from 2026-02-03)
"Alex Brewer (Liberal Democrat, North East Hampshire)",,,1,,,,no evidence,,0,mp-votes.html#mp-5263,No recorded activity on this area (ledger from 2026-02-03)
"Alex Burghart (Conservative, Brentwood and Ongar)",,,1,,,,no evidence,,0,mp-votes.html#mp-4613,No recorded activity on this area (ledger from 2026-02-03)
"Alex Davies-Jones (Labour, Pontypridd)",,,1,,,,no evidence,,0,mp-votes.html#mp-4849,No recorded activity on this area (ledger from 2026-02-03)
"Alex Easton (Independent, North Down)",,,1,,,,no evidence,,0,mp-votes.html#mp-5262,No recorded activity on this area (ledger from 2026-02-03)
"Alex Mayer (Labour, Dunstable and Leighton Buzzard)",,,1,,,,no evidence,,0,mp-votes.html#mp-5141,No recorded activity on this area (ledger from 2026-02-03)
