Decision-Maker,++,+,0,-,--,Target (Y/N),Based on,Confidence,Evidence items,Profile,Comments
Craig Hoy (Scottish Conservative and Unionist Party) - South Scotland,x,,,,,,"a vote, 7 months ago","strong (recorded vote, human-confirmed meaning line)",11,,"2026-02-17 VOTE NO: S6M-20813 (Children (Withdrawal from Religious Education an) [diverged from own party's majority] [+2: Voted against passing the Bill that narrowed parents' right of withdrawal from religious education and observa] | 2026-02-17 SPOKE: Children (Withdrawal from Religious Educatio ""Children (Withdrawal from Religious Education and Amendment of UNCRC Compatibility Duty) ("" [activity, not direction] | 2026-01-29 VOTE YES: S6M-20611.1 (Business Programme) [no meaning line -- not placed] | 2025-12-16 VOTE YES: S6M-20135 (Motion of No Confidence) [no meaning line -- not placed] | 2025-12-11 VOTE NO: S6M-20099 (Children (Withdrawal from Religious Education an) [diverged from own party's majority] [+1: Voted to deny the Bill its financial resolution -- the procedural route to killing it, chosen only by its most] | 2025-12-03 VOTE YES: S6M-19980.1 (Transparency in Tackling Group-based Child Sexua) [no meaning line -- not placed] | 2025-12-03 VOTE NO: S6M-19980.2 (Transparency in Tackling Group-based Child Sexua) [diverged from own party's majority] [no meaning line -- not placed] | 2025-12-03 VOTE NO: S6M-19980 (Transparency in Tackling Group-based Child Sexua) [diverged from own party's majority] [no meaning line -- not placed] | 2025-12-02 VOTE YES: S6M-19970.2 (Uniting Local and National Efforts Across Sector) [+1: Voted to commit public bodies to the For Women Scotland sex definition and to demand a grooming gangs inquiry ] | 2025-11-25 VOTE NO: S6M-19866 (Children (Withdrawal from Religious Education an) [diverged from own party's majority] [+1: Opposed the Bill's general principles at Stage 1 -- before amendment, on the principle itself.] | 2025-06-26 VOTE ABSTAIN: S6M-18081 (Children’s Wellbeing and Schools Bill - UK Legis) [diverged from own party's ma"
Mark Griffin (Scottish Labour) - Central Scotland,x,,,,,,"a vote, 7 months ago","strong (recorded vote, human-confirmed meaning line)",11,,2026-02-17 VOTE NO: S6M-20813 (Children (Withdrawal from Religious Education an) [diverged from own party's majority] [+2: Voted against passing the Bill that narrowed parents' right of withdrawal from religious education and observa] | 2026-01-29 VOTE NO: S6M-20611.1 (Business Programme) [no meaning line -- not placed] | 2025-12-16 VOTE YES: S6M-20135 (Motion of No Confidence) [no meaning line -- not placed] | 2025-12-11 VOTE YES: S6M-20099 (Children (Withdrawal from Religious Education an) [diverged from own party's majority] [no meaning line -- not placed] | 2025-12-03 VOTE YES: S6M-19980.1 (Transparency in Tackling Group-based Child Sexua) [diverged from own party's majority] [no meaning line -- not placed] | 2025-12-03 VOTE YES: S6M-19980 (Transparency in Tackling Group-based Child Sexua) [no meaning line -- not placed] | 2025-12-03 VOTE NO: S6M-19980.2 (Transparency in Tackling Group-based Child Sexua) [diverged from own party's majority] [no meaning line -- not placed] | 2025-12-02 VOTE ABSTAIN: S6M-19970.2 (Uniting Local and National Efforts Across Sector) [diverged from own party's majority] [absence/abstention -- not placed] | 2025-11-25 VOTE ABSTAIN: S6M-19866 (Children (Withdrawal from Religious Education an) [diverged from own party's majority] [absence/abstention -- not placed] | 2025-06-26 VOTE YES: S6M-18081 (Children’s Wellbeing and Schools Bill - UK Legis) [diverged from own party's majority] [no meaning line -- not placed] | 2025-06-16 MOTION CO-SIGNED S6M-17985: 25th Anniversary of the Repeal of Section 28 [no meaning line -- not placed]
Meghan Gallacher (Scottish Conservative and Unionist Party) - Central Scotland,x,,,,,,"a vote, 7 months ago","strong (recorded vote, human-confirmed meaning line)",11,,"2026-02-17 VOTE NO: S6M-20813 (Children (Withdrawal from Religious Education an) [diverged from own party's majority] [+2: Voted against passing the Bill that narrowed parents' right of withdrawal from religious education and observa] | 2026-01-29 VOTE YES: S6M-20611.1 (Business Programme) [no meaning line -- not placed] | 2025-12-16 VOTE YES: S6M-20135 (Motion of No Confidence) [no meaning line -- not placed] | 2025-12-11 VOTE NO: S6M-20099 (Children (Withdrawal from Religious Education an) [diverged from own party's majority] [+1: Voted to deny the Bill its financial resolution -- the procedural route to killing it, chosen only by its most] | 2025-12-03 VOTE YES: S6M-19980.1 (Transparency in Tackling Group-based Child Sexua) [no meaning line -- not placed] | 2025-12-03 VOTE NO: S6M-19980.2 (Transparency in Tackling Group-based Child Sexua) [diverged from own party's majority] [no meaning line -- not placed] | 2025-12-03 VOTE NO: S6M-19980 (Transparency in Tackling Group-based Child Sexua) [diverged from own party's majority] [no meaning line -- not placed] | 2025-12-02 VOTE YES: S6M-19970.2 (Uniting Local and National Efforts Across Sector) [+1: Voted to commit public bodies to the For Women Scotland sex definition and to demand a grooming gangs inquiry ] | 2025-11-25 VOTE NO: S6M-19866 (Children (Withdrawal from Religious Education an) [diverged from own party's majority] [+1: Opposed the Bill's general principles at Stage 1 -- before amendment, on the principle itself.] | 2025-06-26 VOTE ABSTAIN: S6M-18081 (Children’s Wellbeing and Schools Bill - UK Legis) [diverged from own party's majority] [absence/abstention -- not placed] | 2025-02-05 SPOKE: Urgent Question ""—in putting out the school sex survey to local government without parental consent and wit"" [activity, n"
Michael Marra (Scottish Labour) - North East Scotland,x,,,,,,"a vote, 7 months ago","strong (recorded vote, human-confirmed meaning line)",11,,2026-02-17 VOTE NO: S6M-20813 (Children (Withdrawal from Religious Education an) [diverged from own party's majority] [+2: Voted against passing the Bill that narrowed parents' right of withdrawal from religious education and observa] | 2026-01-29 VOTE NOT VOTED: S6M-20611.1 (Business Programme) [absence/abstention -- not placed] | 2025-12-16 VOTE YES: S6M-20135 (Motion of No Confidence) [no meaning line -- not placed] | 2025-12-11 VOTE NOT VOTED: S6M-20099 (Children (Withdrawal from Religious Education an) [diverged from own party's majority] [absence/abstention -- not placed] | 2025-12-03 VOTE YES: S6M-19980.1 (Transparency in Tackling Group-based Child Sexua) [diverged from own party's majority] [no meaning line -- not placed] | 2025-12-03 VOTE YES: S6M-19980 (Transparency in Tackling Group-based Child Sexua) [no meaning line -- not placed] | 2025-12-03 VOTE NO: S6M-19980.2 (Transparency in Tackling Group-based Child Sexua) [diverged from own party's majority] [no meaning line -- not placed] | 2025-12-02 VOTE ABSTAIN: S6M-19970.2 (Uniting Local and National Efforts Across Sector) [diverged from own party's majority] [absence/abstention -- not placed] | 2025-11-25 VOTE ABSTAIN: S6M-19866 (Children (Withdrawal from Religious Education an) [diverged from own party's majority] [absence/abstention -- not placed] | 2025-06-26 VOTE YES: S6M-18081 (Children’s Wellbeing and Schools Bill - UK Legis) [diverged from own party's majority] [no meaning line -- not placed] | 2024-04-17 MOTION PROPOSED S6M-12892: Royal Society of Edinburgh Recognises Dundee Scienti [no meaning line -- not placed]
Murdo Fraser (Scottish Conservative and Unionist Party) - Mid Scotland and Fife,x,,,,,,"a vote, 7 months ago","strong (recorded vote, human-confirmed meaning line)",11,,"2026-03-04 MOTION CO-SIGNED S6M-20992: Recognising Scottish Apprenticeship Week from 2 to 6 [no meaning line -- not placed] | 2026-02-17 VOTE NO: S6M-20813 (Children (Withdrawal from Religious Education an) [diverged from own party's majority] [+2: Voted against passing the Bill that narrowed parents' right of withdrawal from religious education and observa] | 2026-01-29 VOTE YES: S6M-20611.1 (Business Programme) [no meaning line -- not placed] | 2025-12-16 VOTE YES: S6M-20135 (Motion of No Confidence) [no meaning line -- not placed] | 2025-12-11 VOTE NO: S6M-20099 (Children (Withdrawal from Religious Education an) [diverged from own party's majority] [+1: Voted to deny the Bill its financial resolution -- the procedural route to killing it, chosen only by its most] | 2025-12-03 VOTE YES: S6M-19980.1 (Transparency in Tackling Group-based Child Sexua) [no meaning line -- not placed] | 2025-12-03 VOTE NO: S6M-19980.2 (Transparency in Tackling Group-based Child Sexua) [diverged from own party's majority] [no meaning line -- not placed] | 2025-12-03 VOTE NO: S6M-19980 (Transparency in Tackling Group-based Child Sexua) [diverged from own party's majority] [no meaning line -- not placed] | 2025-12-02 VOTE YES: S6M-19970.2 (Uniting Local and National Efforts Across Sector) [+1: Voted to commit public bodies to the For Women Scotland sex definition and to demand a grooming gangs inquiry ] | 2025-11-25 VOTE NO: S6M-19866 (Children (Withdrawal from Religious Education an) [diverged from own party's majority] [+1: Opposed the Bill's general principles at Stage 1 -- before amendment, on the principle itself.] | 2025-06-26 VOTE ABSTAIN: S6M-18081 (Children’s Wellbeing and Schools Bill - UK Legis) [diverged from own party's majority] [absence/abstention -- not placed]"
Carol Mochan (Scottish Labour) - South Scotland,x,,,,,,"a vote, 7 months ago","strong (recorded vote, human-confirmed meaning line)",10,,2026-02-17 VOTE NO: S6M-20813 (Children (Withdrawal from Religious Education an) [diverged from own party's majority] [+2: Voted against passing the Bill that narrowed parents' right of withdrawal from religious education and observa] | 2026-01-29 VOTE NO: S6M-20611.1 (Business Programme) [no meaning line -- not placed] | 2025-12-16 VOTE YES: S6M-20135 (Motion of No Confidence) [no meaning line -- not placed] | 2025-12-11 VOTE YES: S6M-20099 (Children (Withdrawal from Religious Education an) [diverged from own party's majority] [no meaning line -- not placed] | 2025-12-03 VOTE YES: S6M-19980.1 (Transparency in Tackling Group-based Child Sexua) [diverged from own party's majority] [no meaning line -- not placed] | 2025-12-03 VOTE YES: S6M-19980 (Transparency in Tackling Group-based Child Sexua) [no meaning line -- not placed] | 2025-12-03 VOTE NO: S6M-19980.2 (Transparency in Tackling Group-based Child Sexua) [diverged from own party's majority] [no meaning line -- not placed] | 2025-12-02 VOTE ABSTAIN: S6M-19970.2 (Uniting Local and National Efforts Across Sector) [diverged from own party's majority] [absence/abstention -- not placed] | 2025-11-25 VOTE ABSTAIN: S6M-19866 (Children (Withdrawal from Religious Education an) [diverged from own party's majority] [absence/abstention -- not placed] | 2025-06-26 VOTE YES: S6M-18081 (Children’s Wellbeing and Schools Bill - UK Legis) [diverged from own party's majority] [no meaning line -- not placed]
Daniel Johnson (Scottish Labour) - Edinburgh Southern,x,,,,,,"a vote, 7 months ago","strong (recorded vote, human-confirmed meaning line)",10,,2026-02-17 VOTE NO: S6M-20813 (Children (Withdrawal from Religious Education an) [diverged from own party's majority] [+2: Voted against passing the Bill that narrowed parents' right of withdrawal from religious education and observa] | 2026-01-29 VOTE NO: S6M-20611.1 (Business Programme) [no meaning line -- not placed] | 2025-12-16 VOTE YES: S6M-20135 (Motion of No Confidence) [no meaning line -- not placed] | 2025-12-11 VOTE YES: S6M-20099 (Children (Withdrawal from Religious Education an) [diverged from own party's majority] [no meaning line -- not placed] | 2025-12-03 VOTE YES: S6M-19980.1 (Transparency in Tackling Group-based Child Sexua) [diverged from own party's majority] [no meaning line -- not placed] | 2025-12-03 VOTE YES: S6M-19980 (Transparency in Tackling Group-based Child Sexua) [no meaning line -- not placed] | 2025-12-03 VOTE NO: S6M-19980.2 (Transparency in Tackling Group-based Child Sexua) [diverged from own party's majority] [no meaning line -- not placed] | 2025-12-02 VOTE ABSTAIN: S6M-19970.2 (Uniting Local and National Efforts Across Sector) [diverged from own party's majority] [absence/abstention -- not placed] | 2025-11-25 VOTE ABSTAIN: S6M-19866 (Children (Withdrawal from Religious Education an) [diverged from own party's majority] [absence/abstention -- not placed] | 2025-06-26 VOTE YES: S6M-18081 (Children’s Wellbeing and Schools Bill - UK Legis) [diverged from own party's majority] [no meaning line -- not placed]
Finlay Carson (Scottish Conservative and Unionist Party) - Galloway and West Dumfries,x,,,,,,"a vote, 7 months ago","strong (recorded vote, human-confirmed meaning line)",10,,"2026-02-17 VOTE NO: S6M-20813 (Children (Withdrawal from Religious Education an) [diverged from own party's majority] [+2: Voted against passing the Bill that narrowed parents' right of withdrawal from religious education and observa] | 2026-01-29 VOTE YES: S6M-20611.1 (Business Programme) [no meaning line -- not placed] | 2025-12-16 VOTE YES: S6M-20135 (Motion of No Confidence) [no meaning line -- not placed] | 2025-12-11 VOTE NO: S6M-20099 (Children (Withdrawal from Religious Education an) [diverged from own party's majority] [+1: Voted to deny the Bill its financial resolution -- the procedural route to killing it, chosen only by its most] | 2025-12-03 VOTE YES: S6M-19980.1 (Transparency in Tackling Group-based Child Sexua) [no meaning line -- not placed] | 2025-12-03 VOTE NO: S6M-19980.2 (Transparency in Tackling Group-based Child Sexua) [diverged from own party's majority] [no meaning line -- not placed] | 2025-12-03 VOTE NO: S6M-19980 (Transparency in Tackling Group-based Child Sexua) [diverged from own party's majority] [no meaning line -- not placed] | 2025-12-02 VOTE YES: S6M-19970.2 (Uniting Local and National Efforts Across Sector) [+1: Voted to commit public bodies to the For Women Scotland sex definition and to demand a grooming gangs inquiry ] | 2025-11-25 VOTE NO: S6M-19866 (Children (Withdrawal from Religious Education an) [diverged from own party's majority] [+1: Opposed the Bill's general principles at Stage 1 -- before amendment, on the principle itself.] | 2025-06-26 VOTE ABSTAIN: S6M-18081 (Children’s Wellbeing and Schools Bill - UK Legis) [diverged from own party's majority] [absence/abstention -- not placed]"
Jackie Baillie (Scottish Labour) - Dumbarton,x,,,,,,"a vote, 7 months ago","strong (recorded vote, human-confirmed meaning line)",10,,2026-02-17 VOTE NO: S6M-20813 (Children (Withdrawal from Religious Education an) [diverged from own party's majority] [+2: Voted against passing the Bill that narrowed parents' right of withdrawal from religious education and observa] | 2026-01-29 VOTE NOT VOTED: S6M-20611.1 (Business Programme) [absence/abstention -- not placed] | 2025-12-16 VOTE YES: S6M-20135 (Motion of No Confidence) [no meaning line -- not placed] | 2025-12-11 VOTE YES: S6M-20099 (Children (Withdrawal from Religious Education an) [diverged from own party's majority] [no meaning line -- not placed] | 2025-12-03 VOTE YES: S6M-19980.1 (Transparency in Tackling Group-based Child Sexua) [diverged from own party's majority] [no meaning line -- not placed] | 2025-12-03 VOTE YES: S6M-19980 (Transparency in Tackling Group-based Child Sexua) [no meaning line -- not placed] | 2025-12-03 VOTE NO: S6M-19980.2 (Transparency in Tackling Group-based Child Sexua) [diverged from own party's majority] [no meaning line -- not placed] | 2025-12-02 VOTE NOT VOTED: S6M-19970.2 (Uniting Local and National Efforts Across Sector) [diverged from own party's majority] [absence/abstention -- not placed] | 2025-11-25 VOTE ABSTAIN: S6M-19866 (Children (Withdrawal from Religious Education an) [diverged from own party's majority] [absence/abstention -- not placed] | 2025-06-26 VOTE YES: S6M-18081 (Children’s Wellbeing and Schools Bill - UK Legis) [diverged from own party's majority] [no meaning line -- not placed]
Katy Clark (Scottish Labour) - West Scotland,x,,,,,,"a vote, 7 months ago","strong (recorded vote, human-confirmed meaning line)",10,,2026-02-17 VOTE NO: S6M-20813 (Children (Withdrawal from Religious Education an) [diverged from own party's majority] [+2: Voted against passing the Bill that narrowed parents' right of withdrawal from religious education and observa] | 2026-01-29 VOTE NOT VOTED: S6M-20611.1 (Business Programme) [absence/abstention -- not placed] | 2025-12-16 VOTE YES: S6M-20135 (Motion of No Confidence) [no meaning line -- not placed] | 2025-12-11 VOTE YES: S6M-20099 (Children (Withdrawal from Religious Education an) [diverged from own party's majority] [no meaning line -- not placed] | 2025-12-03 VOTE YES: S6M-19980.1 (Transparency in Tackling Group-based Child Sexua) [diverged from own party's majority] [no meaning line -- not placed] | 2025-12-03 VOTE YES: S6M-19980 (Transparency in Tackling Group-based Child Sexua) [no meaning line -- not placed] | 2025-12-03 VOTE NO: S6M-19980.2 (Transparency in Tackling Group-based Child Sexua) [diverged from own party's majority] [no meaning line -- not placed] | 2025-12-02 VOTE ABSTAIN: S6M-19970.2 (Uniting Local and National Efforts Across Sector) [diverged from own party's majority] [absence/abstention -- not placed] | 2025-11-25 VOTE ABSTAIN: S6M-19866 (Children (Withdrawal from Religious Education an) [diverged from own party's majority] [absence/abstention -- not placed] | 2025-06-26 VOTE YES: S6M-18081 (Children’s Wellbeing and Schools Bill - UK Legis) [diverged from own party's majority] [no meaning line -- not placed]
Neil Bibby (Scottish Labour) - West Scotland,x,,,,,,"a vote, 7 months ago","strong (recorded vote, human-confirmed meaning line)",10,,2026-02-17 VOTE NO: S6M-20813 (Children (Withdrawal from Religious Education an) [diverged from own party's majority] [+2: Voted against passing the Bill that narrowed parents' right of withdrawal from religious education and observa] | 2026-01-29 VOTE NO: S6M-20611.1 (Business Programme) [no meaning line -- not placed] | 2025-12-16 VOTE YES: S6M-20135 (Motion of No Confidence) [no meaning line -- not placed] | 2025-12-11 VOTE YES: S6M-20099 (Children (Withdrawal from Religious Education an) [diverged from own party's majority] [no meaning line -- not placed] | 2025-12-03 VOTE YES: S6M-19980.1 (Transparency in Tackling Group-based Child Sexua) [diverged from own party's majority] [no meaning line -- not placed] | 2025-12-03 VOTE YES: S6M-19980 (Transparency in Tackling Group-based Child Sexua) [no meaning line -- not placed] | 2025-12-03 VOTE NO: S6M-19980.2 (Transparency in Tackling Group-based Child Sexua) [diverged from own party's majority] [no meaning line -- not placed] | 2025-12-02 VOTE ABSTAIN: S6M-19970.2 (Uniting Local and National Efforts Across Sector) [diverged from own party's majority] [absence/abstention -- not placed] | 2025-11-25 VOTE ABSTAIN: S6M-19866 (Children (Withdrawal from Religious Education an) [diverged from own party's majority] [absence/abstention -- not placed] | 2025-06-26 VOTE YES: S6M-18081 (Children’s Wellbeing and Schools Bill - UK Legis) [diverged from own party's majority] [no meaning line -- not placed]
Tim Eagle (Scottish Conservative and Unionist Party) - Highlands and Islands,x,,,,,,"a vote, 7 months ago","strong (recorded vote, human-confirmed meaning line)",10,,"2026-02-17 VOTE NO: S6M-20813 (Children (Withdrawal from Religious Education an) [diverged from own party's majority] [+2: Voted against passing the Bill that narrowed parents' right of withdrawal from religious education and observa] | 2026-01-29 VOTE YES: S6M-20611.1 (Business Programme) [no meaning line -- not placed] | 2025-12-16 VOTE YES: S6M-20135 (Motion of No Confidence) [no meaning line -- not placed] | 2025-12-11 VOTE NO: S6M-20099 (Children (Withdrawal from Religious Education an) [diverged from own party's majority] [+1: Voted to deny the Bill its financial resolution -- the procedural route to killing it, chosen only by its most] | 2025-12-03 VOTE YES: S6M-19980.1 (Transparency in Tackling Group-based Child Sexua) [no meaning line -- not placed] | 2025-12-03 VOTE NO: S6M-19980.2 (Transparency in Tackling Group-based Child Sexua) [diverged from own party's majority] [no meaning line -- not placed] | 2025-12-03 VOTE NO: S6M-19980 (Transparency in Tackling Group-based Child Sexua) [diverged from own party's majority] [no meaning line -- not placed] | 2025-12-02 VOTE YES: S6M-19970.2 (Uniting Local and National Efforts Across Sector) [+1: Voted to commit public bodies to the For Women Scotland sex definition and to demand a grooming gangs inquiry ] | 2025-11-25 VOTE NO: S6M-19866 (Children (Withdrawal from Religious Education an) [diverged from own party's majority] [+1: Opposed the Bill's general principles at Stage 1 -- before amendment, on the principle itself.] | 2025-06-26 VOTE ABSTAIN: S6M-18081 (Children’s Wellbeing and Schools Bill - UK Legis) [diverged from own party's majority] [absence/abstention -- not placed]"
"Rachael Hamilton (Scottish Conservative and Unionist Party) - Ettrick, Roxburgh and Berwickshire",,x,,,,,"a vote, 9 months ago","strong (recorded vote, human-confirmed meaning line)",12,,"2026-03-12 QUESTION S6W-44353: ""To ask the Scottish Government what requirements exist for obtaining parental consent wher"" [activity, not direction] | 2026-02-17 VOTE NOT VOTED: S6M-20813 (Children (Withdrawal from Religious Education an) [diverged from own party's majority] [absence/abstention -- not placed] | 2026-01-29 VOTE YES: S6M-20611.1 (Business Programme) [no meaning line -- not placed] | 2026-01-29 MOTION CO-SIGNED S6M-20611.1: Business Programme [no meaning line -- not placed] | 2025-12-16 VOTE YES: S6M-20135 (Motion of No Confidence) [no meaning line -- not placed] | 2025-12-11 VOTE NO: S6M-20099 (Children (Withdrawal from Religious Education an) [diverged from own party's majority] [+1: Voted to deny the Bill its financial resolution -- the procedural route to killing it, chosen only by its most] | 2025-12-03 VOTE YES: S6M-19980.1 (Transparency in Tackling Group-based Child Sexua) [no meaning line -- not placed] | 2025-12-03 VOTE NO: S6M-19980.2 (Transparency in Tackling Group-based Child Sexua) [diverged from own party's majority] [no meaning line -- not placed] | 2025-12-03 VOTE NO: S6M-19980 (Transparency in Tackling Group-based Child Sexua) [diverged from own party's majority] [no meaning line -- not placed] | 2025-12-02 VOTE YES: S6M-19970.2 (Uniting Local and National Efforts Across Sector) [+1: Voted to commit public bodies to the For Women Scotland sex definition and to demand a grooming gangs inquiry ] | 2025-11-25 VOTE NO: S6M-19866 (Children (Withdrawal from Religious Education an) [diverged from own party's majority] [+1: Opposed the Bill's general principles at Stage 1 -- before amendment, on the principle itself.] | 2025-06-26 VOTE ABSTAIN: S6M-18081 (Children’s Wellbeing and Schools Bill - UK Legis) [diverged from own party's majority] [abse"
Sanne Dijkstra-Downie (Scottish Liberal Democrats) - Edinburgh Northern,,,x,,,,no confirmed meaning line,n/a (activity only),3,,"2026-06-03 QUESTION S7W-00765: ""To ask the Scottish Government whether young people placed in kinship care under provision"" [activity, not direction] | 2026-06-03 QUESTION S7W-00764: ""To ask the Scottish Government whether young people placed in kinship care under section 1"" [activity, not direction] | 2026-06-03 QUESTION S7W-00762: ""To ask the Scottish Government under what circumstances young people leaving kinship care "" [activity, not direction]"
Amanda Lindsay (Reform UK) - Central Scot and Lothians West,,,x,,,,no confirmed meaning line,n/a (activity only),1,,"2026-05-27 SPOKE: Childcare ""Thank God for that safeguard in the union.We still have male prisoners housed in female pr"" [activity, not direction]"
Duncan Dunlop (Scottish Liberal Democrats) - South Scotland,,,x,,,,no confirmed meaning line,n/a (activity only),1,,"2026-06-17 QUESTION S7O-00122: ""To ask the Scottish Government whether children and young people in kinship care are eligi"" [activity, not direction]"
Laura Moodie (Scottish Green Party) - South Scotland,,,x,,,,no confirmed meaning line,n/a (activity only),1,,"2026-07-23 QUESTION S7W-02037: ""To ask the Scottish Government whether it will provide an overview of the remit and workpl"" [activity, not direction]"
Thomas Kerr (Reform UK) - Glasgow,,,x,,,,no confirmed meaning line,n/a (activity only),1,,"2026-06-16 QUESTION S7W-01076: ""To ask the Scottish Government whether it will provide an update on its plans for a public"" [activity, not direction]"
Adam Harley (Scottish Liberal Democrats) - Strathkelvin and Bearsden,,,x,,,,no evidence,,0,,No recorded activity on this area
Alan Brown (Scottish National Party) - Kilmarnock and Irvine Valley,,,x,,,,no evidence,,0,,No recorded activity on this area
"Alex Kerr (Scottish National Party) - Hamilton, Larkhall and Stonehouse",,,x,,,,no evidence,,0,,No recorded activity on this area
Alison Thewliss (Scottish National Party) - Glasgow Central,,,x,,,,no evidence,,0,,No recorded activity on this area
Alyn Smith (Scottish National Party) - Stirling,,,x,,,,no evidence,,0,,No recorded activity on this area
Amanda Bland (Reform UK) - Central Scot and Lothians West,,,x,,,,no evidence,,0,,No recorded activity on this area
"Andrew Baxter (Scottish Liberal Democrats) - Skye, Lochaber and Badenoch",,,x,,,,no evidence,,0,,No recorded activity on this area
Angela Ross (Reform UK) - Edinburgh and Lothians East,,,x,,,,no evidence,,0,,No recorded activity on this area
"Calum Kerr (Scottish National Party) - Midlothian South, Tweeddale and Lauderdale",,,x,,,,no evidence,,0,,No recorded activity on this area
Cara McKee (Scottish Green Party) - West Scotland,,,x,,,,no evidence,,0,,No recorded activity on this area
Colm Merrick (Scottish National Party) - Glasgow Anniesland,,,x,,,,no evidence,,0,,No recorded activity on this area
David Barratt (Scottish National Party) - Cowdenbeath,,,x,,,,no evidence,,0,,No recorded activity on this area
"David Green (Scottish Liberal Democrats) - Caithness, Sutherland and Ross",,,x,,,,no evidence,,0,,No recorded activity on this area
David Kirkwood (Reform UK) - South Scotland,,,x,,,,no evidence,,0,,No recorded activity on this area
David Linden (Scottish National Party) - Glasgow Baillieston and Shettleston,,,x,,,,no evidence,,0,,No recorded activity on this area
David Smith (Reform UK) - West Scotland,,,x,,,,no evidence,,0,,No recorded activity on this area
Dawn Black (Scottish National Party) - Angus North and Mearns,,,x,,,,no evidence,,0,,No recorded activity on this area
Donald MacKinnon (Scottish Labour) - Na h-Eileanan an Iar,,,x,,,,no evidence,,0,,No recorded activity on this area
Duncan Massey (Reform UK) - North East Scotland,,,x,,,,no evidence,,0,,No recorded activity on this area
Gary Bouse (Scottish National Party) - Falkirk West,,,x,,,,no evidence,,0,,No recorded activity on this area
Hannah Mary Goodlad (Scottish National Party) - Shetland Islands,,,x,,,,no evidence,,0,,No recorded activity on this area
Heather Anderson (Scottish National Party) - Dundee City West,,,x,,,,no evidence,,0,,No recorded activity on this area
Helen McDade (Reform UK) - Mid Scotland and Fife,,,x,,,,no evidence,,0,,No recorded activity on this area
Holly Bruce (Scottish Green Party) - Glasgow Southside,,,x,,,,no evidence,,0,,No recorded activity on this area
Iris Duane (Scottish Green Party) - Glasgow,,,x,,,,no evidence,,0,,No recorded activity on this area
Irshad Ahmed (Scottish Labour) - Edinburgh and Lothians East,,,x,,,,no evidence,,0,,No recorded activity on this area
Jack Middleton (Scottish National Party) - Aberdeen Central,,,x,,,,no evidence,,0,,No recorded activity on this area
James Adams (Scottish Conservative and Unionist Party) - North East Scotland,,,x,,,,no evidence,,0,,No recorded activity on this area
Jamie Langan (Reform UK) - South Scotland,,,x,,,,no evidence,,0,,No recorded activity on this area
Jenny Young (Scottish Labour) - Central Scot and Lothians West,,,x,,,,no evidence,,0,,No recorded activity on this area
Joe Fagan (Scottish Labour) - South Scotland,,,x,,,,no evidence,,0,,No recorded activity on this area
Joe Long (Scottish Labour) - Mid Scotland and Fife,,,x,,,,no evidence,,0,,No recorded activity on this area
Julie MacDougall (Reform UK) - Mid Scotland and Fife,,,x,,,,no evidence,,0,,No recorded activity on this area
"Kate Campbell (Scottish National Party) - Edinburgh Eastern, Musselburgh and Tranent",,,x,,,,no evidence,,0,,No recorded activity on this area
Kate Nevens (Scottish Green Party) - Edinburgh and Lothians East,,,x,,,,no evidence,,0,,No recorded activity on this area
Katherine Sangster (Scottish Labour) - Edinburgh and Lothians East,,,x,,,,no evidence,,0,,No recorded activity on this area
"Katie Hagmann (Scottish National Party) - Carrick, Cumnock and Doon Valley",,,x,,,,no evidence,,0,,No recorded activity on this area
Kayleigh Kinross-O'Neill (Scottish Green Party) - Edinburgh and Lothians East,,,x,,,,no evidence,,0,,No recorded activity on this area
Kim Schmulian (Reform UK) - Glasgow,,,x,,,,no evidence,,0,,No recorded activity on this area
Kirsten Oswald (Scottish National Party) - Eastwood,,,x,,,,no evidence,,0,,No recorded activity on this area
Kristopher Leask (Scottish Green Party) - Highlands and Islands,,,x,,,,no evidence,,0,,No recorded activity on this area
Laura Mitchell (Scottish National Party) - Moray,,,x,,,,no evidence,,0,,No recorded activity on this area
Lloyd Melville (Scottish National Party) - Angus South,,,x,,,,no evidence,,0,,No recorded activity on this area
Malcolm Offord (Reform UK) - West Scotland,,,x,,,,no evidence,,0,,No recorded activity on this area
Mark Simpson (Reform UK) - North East Scotland,,,x,,,,no evidence,,0,,No recorded activity on this area
Martyn Day (Scottish National Party) - Falkirk East and Linlithgow,,,x,,,,no evidence,,0,,No recorded activity on this area
Max Bannerman (Reform UK) - Highlands and Islands,,,x,,,,no evidence,,0,,No recorded activity on this area
Michelle Campbell (Scottish National Party) - Renfrewshire North and Cardonald,,,x,,,,no evidence,,0,,No recorded activity on this area
Morven-May MacCallum (Scottish Liberal Democrats) - Highlands and Islands,,,x,,,,no evidence,,0,,No recorded activity on this area
Patricia Gibson (Scottish National Party) - Cunninghame South,,,x,,,,no evidence,,0,,No recorded activity on this area
Pauline Stafford (Scottish National Party) - Bathgate,,,x,,,,no evidence,,0,,No recorded activity on this area
Q Manivannan (Scottish Green Party) - Edinburgh and Lothians East,,,x,,,,no evidence,,0,,No recorded activity on this area
Senga Beresford (Reform UK) - South Scotland,,,x,,,,no evidence,,0,,No recorded activity on this area
Simita Kumar (Scottish National Party) - Edinburgh South Western,,,x,,,,no evidence,,0,,No recorded activity on this area
Stephen Flynn (Scottish National Party) - Aberdeen Deeside and North Kincardine,,,x,,,,no evidence,,0,,No recorded activity on this area
