Decision-Maker,++,+,0,-,--,Target (Y/N),Based on,Confidence,Evidence items,Profile,Comments,Designation
Miss Jemma Dolan (Sinn Féin) - Fermanagh and South Tyrone,,,1,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-30 VOTE NO: Justice Bill amendment 97 [meaning line DRAFT -- not placed],Nationalist
Miss Michelle McIlveen (Democratic Unionist Party) - Strangford,,,1,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-30 VOTE AYE: Justice Bill amendment 97 [meaning line DRAFT -- not placed],Unionist
Miss Nicola Brogan (Sinn Féin) - West Tyrone,,,1,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-30 VOTE NO: Justice Bill amendment 97 [meaning line DRAFT -- not placed],Nationalist
Miss Nuala McAllister (Alliance Party) - North Belfast,,,1,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-30 VOTE NO: Justice Bill amendment 97 [meaning line DRAFT -- not placed],Other
Miss Áine Murphy (Sinn Féin) - Fermanagh and South Tyrone,,,1,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-30 VOTE NO: Justice Bill amendment 97 [meaning line DRAFT -- not placed],Nationalist
Miss Órlaithí Flynn (Sinn Féin) - West Belfast,,,1,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-30 VOTE NO: Justice Bill amendment 97 [meaning line DRAFT -- not placed],Nationalist
Mr Alan Chambers (Ulster Unionist Party) - North Down,,,1,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-30 VOTE AYE: Justice Bill amendment 97 [meaning line DRAFT -- not placed],Unionist
Mr Alan Robinson (Democratic Unionist Party) - East Londonderry,,,1,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-30 VOTE AYE: Justice Bill amendment 97 [meaning line DRAFT -- not placed],Unionist
Mr Andrew McMurray (Alliance Party) - South Down,,,1,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-30 VOTE NO: Justice Bill amendment 97 [meaning line DRAFT -- not placed],Other
Mr Andrew Muir (Alliance Party) - North Down,,,1,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-30 VOTE NO: Justice Bill amendment 97 [meaning line DRAFT -- not placed],Other
Mr Andy Allen MBE (Ulster Unionist Party) - East Belfast,,,1,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-30 VOTE AYE: Justice Bill amendment 97 [meaning line DRAFT -- not placed],Unionist
Mr Brian Kingston (Democratic Unionist Party) - North Belfast,,,1,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-30 VOTE AYE: Justice Bill amendment 97 [meaning line DRAFT -- not placed],Unionist
Mr Colin McGrath (Social Democratic and Labour Party) - South Down,,,1,,,,no confirmed meaning line,n/a (activity only),1,,"2024-11-28 QUESTION AQW 18961/22-27: ""To ask the Minister of Health (i) to detail the funding position for the Royal Victoria Ho"" [activity, not direction]",
Mr Colm Gildernew (Sinn Féin) - Fermanagh and South Tyrone,,,1,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-30 VOTE NO: Justice Bill amendment 97 [meaning line DRAFT -- not placed],Nationalist
Mr Danny Baker (Sinn Féin) - West Belfast,,,1,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-30 VOTE NO: Justice Bill amendment 97 [meaning line DRAFT -- not placed],Nationalist
Mr Danny Donnelly (Alliance Party) - East Antrim,,,1,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-30 VOTE NO: Justice Bill amendment 97 [meaning line DRAFT -- not placed],Other
Mr David Brooks (Democratic Unionist Party) - East Belfast,,,1,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-30 VOTE AYE: Justice Bill amendment 97 [meaning line DRAFT -- not placed],Unionist
Mr David Honeyford (Alliance Party) - Lagan Valley,,,1,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-30 VOTE NO: Justice Bill amendment 97 [meaning line DRAFT -- not placed],Other
Mr Declan Kearney (Sinn Féin) - South Antrim,,,1,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-30 VOTE NO: Justice Bill amendment 97 [meaning line DRAFT -- not placed],Nationalist
Mr Declan McAleer (Sinn Féin) - West Tyrone,,,1,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-30 VOTE NO: Justice Bill amendment 97 [meaning line DRAFT -- not placed],Nationalist
Mr Doug Beattie MC (Independent) - Upper Bann,,,1,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-30 VOTE AYE: Justice Bill amendment 97 [meaning line DRAFT -- not placed],Unionist
Mr Eóin Tennyson (Alliance Party) - Upper Bann,,,1,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-30 VOTE NO: Justice Bill amendment 97 [meaning line DRAFT -- not placed],Other
Mr Gareth Wilson (Democratic Unionist Party) - Newry and Armagh,,,1,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-30 VOTE AYE: Justice Bill amendment 97 [meaning line DRAFT -- not placed],Unionist
Mr Gerry Kelly (Sinn Féin) - North Belfast,,,1,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-30 VOTE NO: Justice Bill amendment 97 [meaning line DRAFT -- not placed],Nationalist
Mr Gordon Lyons (Democratic Unionist Party) - East Antrim,,,1,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-30 VOTE AYE: Justice Bill amendment 97 [meaning line DRAFT -- not placed],Unionist
Mr Harry Harvey (Democratic Unionist Party) - Strangford,,,1,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-30 VOTE AYE: Justice Bill amendment 97 [meaning line DRAFT -- not placed],Unionist
Mr John O'Dowd (Sinn Féin) - Upper Bann,,,1,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-30 VOTE NO: Justice Bill amendment 97 [meaning line DRAFT -- not placed],Nationalist
Mr Justin McNulty (Social Democratic and Labour Party) - Newry and Armagh,,,1,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-30 VOTE NO: Justice Bill amendment 97 [meaning line DRAFT -- not placed],Nationalist
Mr Keith Buchanan (Democratic Unionist Party) - Mid Ulster,,,1,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-30 VOTE AYE: Justice Bill amendment 97 [meaning line DRAFT -- not placed],Unionist
Mr Maolíosa McHugh (Sinn Féin) - West Tyrone,,,1,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-30 VOTE NO: Justice Bill amendment 97 [meaning line DRAFT -- not placed],Nationalist
Mr Mark Durkan (Social Democratic and Labour Party) - Foyle,,,1,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-30 VOTE NO: Justice Bill amendment 97 [meaning line DRAFT -- not placed],Nationalist
Mr Matthew O'Toole (Social Democratic and Labour Party) - South Belfast,,,1,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-30 VOTE NO: Justice Bill amendment 97 [meaning line DRAFT -- not placed],Nationalist
Mr Maurice Bradley (Democratic Unionist Party) - East Londonderry,,,1,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-30 VOTE AYE: Justice Bill amendment 97 [meaning line DRAFT -- not placed],Unionist
Mr Mike Nesbitt (Ulster Unionist Party) - Strangford,,,1,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-30 VOTE AYE: Justice Bill amendment 97 [meaning line DRAFT -- not placed],Unionist
Mr Nick Mathison (Alliance Party) - Strangford,,,1,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-30 VOTE NO: Justice Bill amendment 97 [meaning line DRAFT -- not placed],Other
Mr Pat Sheehan (Sinn Féin) - West Belfast,,,1,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-30 VOTE NO: Justice Bill amendment 97 [meaning line DRAFT -- not placed],Nationalist
Mr Patsy McGlone (Social Democratic and Labour Party) - Mid Ulster,,,1,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-30 VOTE NO: Justice Bill amendment 97 [meaning line DRAFT -- not placed],Nationalist
Mr Paul Frew (Democratic Unionist Party) - North Antrim,,,1,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-30 VOTE AYE: Justice Bill amendment 97 [meaning line DRAFT -- not placed],Unionist
Mr Paul Givan (Democratic Unionist Party) - Lagan Valley,,,1,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-30 VOTE AYE: Justice Bill amendment 97 [meaning line DRAFT -- not placed],Unionist
Mr Peter McReynolds (Alliance Party) - East Belfast,,,1,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-30 VOTE NO: Justice Bill amendment 97 [meaning line DRAFT -- not placed],Other
Mr Philip McGuigan (Sinn Féin) - North Antrim,,,1,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-30 VOTE NO: Justice Bill amendment 97 [meaning line DRAFT -- not placed],Nationalist
Mr Phillip Brett (Democratic Unionist Party) - North Belfast,,,1,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-30 VOTE AYE: Justice Bill amendment 97 [meaning line DRAFT -- not placed],Unionist
Mr Pádraig Delargy (Sinn Féin) - Foyle,,,1,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-30 VOTE NO: Justice Bill amendment 97 [meaning line DRAFT -- not placed],Nationalist
Mr Robbie Butler (Ulster Unionist Party) - Lagan Valley,,,1,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-30 VOTE AYE: Justice Bill amendment 97 [meaning line DRAFT -- not placed],Unionist
Mr Stephen Dunne (Democratic Unionist Party) - North Down,,,1,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-30 VOTE AYE: Justice Bill amendment 97 [meaning line DRAFT -- not placed],Unionist
Mr Tom Buchanan (Democratic Unionist Party) - West Tyrone,,,1,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-30 VOTE AYE: Justice Bill amendment 97 [meaning line DRAFT -- not placed],Unionist
Mr Trevor Clarke (Democratic Unionist Party) - South Antrim,,,1,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-30 VOTE AYE: Justice Bill amendment 97 [meaning line DRAFT -- not placed],Unionist
Mrs Cathy Mason (Sinn Féin) - South Down,,,1,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-30 VOTE NO: Justice Bill amendment 97 [meaning line DRAFT -- not placed],Nationalist
Mrs Ciara Ferguson (Sinn Féin) - Foyle,,,1,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-30 VOTE NO: Justice Bill amendment 97 [meaning line DRAFT -- not placed],Nationalist
Mrs Deborah Erskine (Democratic Unionist Party) - Fermanagh and South Tyrone,,,1,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-30 VOTE AYE: Justice Bill amendment 97 [meaning line DRAFT -- not placed],Unionist
Mrs Diane Dodds (Democratic Unionist Party) - Upper Bann,,,1,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-30 VOTE AYE: Justice Bill amendment 97 [meaning line DRAFT -- not placed],Unionist
Mrs Julie Middleton (Democratic Unionist Party) - Foyle,,,1,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-30 VOTE AYE: Justice Bill amendment 97 [meaning line DRAFT -- not placed],Unionist
Mrs Linda Dillon (Sinn Féin) - Mid Ulster,,,1,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-30 VOTE NO: Justice Bill amendment 97 [meaning line DRAFT -- not placed],Nationalist
Mrs Michelle Guy (Alliance Party) - Lagan Valley,,,1,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-30 VOTE NO: Justice Bill amendment 97 [meaning line DRAFT -- not placed],Other
Mrs Naomi Long (Alliance Party) - East Belfast,,,1,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-30 VOTE NO: Justice Bill amendment 97 [meaning line DRAFT -- not placed],Other
Mrs Pam Cameron (Democratic Unionist Party) - South Antrim,,,1,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-30 VOTE AYE: Justice Bill amendment 97 [meaning line DRAFT -- not placed],Unionist
Mrs Sinéad Ennis (Sinn Féin) - South Down,,,1,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-30 VOTE NO: Justice Bill amendment 97 [meaning line DRAFT -- not placed],Nationalist
Ms Aisling Reilly (Sinn Féin) - West Belfast,,,1,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-30 VOTE NO: Justice Bill amendment 97 [meaning line DRAFT -- not placed],Nationalist
Ms Aoife Finnegan (Sinn Féin) - Newry and Armagh,,,1,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-30 VOTE NO: Justice Bill amendment 97 [meaning line DRAFT -- not placed],Nationalist
Ms Cheryl Brownlee (Democratic Unionist Party) - East Antrim,,,1,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-30 VOTE AYE: Justice Bill amendment 97 [meaning line DRAFT -- not placed],Unionist
Ms Claire Sugden (Independent) - East Londonderry,,,1,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-30 VOTE NO: Justice Bill amendment 97 [meaning line DRAFT -- not placed],Unionist
Ms Connie Egan (Alliance Party) - North Down,,,1,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-30 VOTE NO: Justice Bill amendment 97 [meaning line DRAFT -- not placed],Other
Ms Diana Armstrong (Ulster Unionist Party) - Fermanagh and South Tyrone,,,1,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-30 VOTE AYE: Justice Bill amendment 97 [meaning line DRAFT -- not placed],Unionist
Ms Diane Forsythe (Democratic Unionist Party) - South Down,,,1,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-30 VOTE AYE: Justice Bill amendment 97 [meaning line DRAFT -- not placed],Unionist
Ms Emma Sheerin (Sinn Féin) - Mid Ulster,,,1,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-30 VOTE NO: Justice Bill amendment 97 [meaning line DRAFT -- not placed],Nationalist
Ms Kate Nicholl (Alliance Party) - South Belfast,,,1,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-30 VOTE NO: Justice Bill amendment 97 [meaning line DRAFT -- not placed],Other
Ms Kellie Armstrong (Alliance Party) - Strangford,,,1,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-30 VOTE NO: Justice Bill amendment 97 [meaning line DRAFT -- not placed],Other
Ms Liz Kimmins (Sinn Féin) - Newry and Armagh,,,1,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-30 VOTE NO: Justice Bill amendment 97 [meaning line DRAFT -- not placed],Nationalist
Ms Michelle O'Neill (Sinn Féin) - Mid Ulster,,,1,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-30 VOTE NO: Justice Bill amendment 97 [meaning line DRAFT -- not placed],Nationalist
Ms Paula Bradshaw (Alliance Party) - South Belfast,,,1,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-30 VOTE NO: Justice Bill amendment 97 [meaning line DRAFT -- not placed],Other
Ms Sian Mulholland (Alliance Party) - North Antrim,,,1,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-30 VOTE NO: Justice Bill amendment 97 [meaning line DRAFT -- not placed],Other
Dr Steve Aiken OBE (Ulster Unionist Party) - South Antrim,,,1,,,,no evidence,,0,,No recorded activity on this area,
Mr Cathal Boylan (Sinn Féin) - Newry and Armagh,,,1,,,,no evidence,,0,,No recorded activity on this area,
Mr Daniel McCrossan (Social Democratic and Labour Party) - West Tyrone,,,1,,,,no evidence,,0,,No recorded activity on this area,
Mr Edwin Poots (Democratic Unionist Party) - South Belfast,,,1,,,,no evidence,,0,,No recorded activity on this area,
Mr John Blair (Alliance Party) - South Antrim,,,1,,,,no evidence,,0,,No recorded activity on this area,
Mr John Stewart (Ulster Unionist Party) - East Antrim,,,1,,,,no evidence,,0,,No recorded activity on this area,
Mr Stewart Dickson (Alliance Party) - East Antrim,,,1,,,,no evidence,,0,,No recorded activity on this area,
Mrs Emma Little-Pengelly (Democratic Unionist Party) - Lagan Valley,,,1,,,,no evidence,,0,,No recorded activity on this area,
Ms Carál Ní Chuilín (Sinn Féin) - North Belfast,,,1,,,,no evidence,,0,,No recorded activity on this area,
Totals - 90 decision-makers,0,0,90,0,0,,,,,,,
