Decision-Maker,++,+,0,-,--,Target (Y/N),Based on,Confidence,Evidence items,Profile,Comments
Alexander Burnett (Scottish Conservative and Unionist Party) - Aberdeenshire West,,x,,,,,"a vote, 14 months ago","strong (recorded vote, human-confirmed meaning line)",6,,"2026-06-24 VOTE NO: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2025-06-19 VOTE YES: S6M-18016.1 (Progressing National Advisory Council on Women a) [+1: Voted to put the For Women Scotland judgment and the Sullivan Review's sex/gender distinction into the Parliam] | 2025-03-12 VOTE NO: S6M-16755.3 (Protecting Single-sex Spaces in the Public Secto) [diverged from own party's majority] [+1: Voted to keep the single-sex spaces motion's own wording against the wrecking amendment.] | 2025-03-12 VOTE NO: S6M-16755 (Protecting Single-sex Spaces in the Public Secto) [+1: Refused to ratify the motion once its single-sex protections had been stripped -- including five SNP rebels.] | 2025-02-18 SPOKE: Employer National Insurance Contributions ""On a point of order, Presiding Officer. I apologise for interrupting the debate but I seek"" [activity, not direction] | 2024-04-17 VOTE NO: S6M-12855.4 (Repealing the Hate Crime Act) [diverged from own party's majority] [no meaning line -- not placed]"
Finlay Carson (Scottish Conservative and Unionist Party) - Galloway and West Dumfries,,x,,,,,"a vote, 17 months ago","strong (recorded vote, human-confirmed meaning line)",6,,2026-06-24 VOTE NO: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2025-06-19 VOTE NOT VOTED: S6M-18016.1 (Progressing National Advisory Council on Women a) [absence/abstention -- not placed] | 2025-03-12 VOTE NO: S6M-16755.3 (Protecting Single-sex Spaces in the Public Secto) [diverged from own party's majority] [+1: Voted to keep the single-sex spaces motion's own wording against the wrecking amendment.] | 2025-03-12 VOTE NO: S6M-16755 (Protecting Single-sex Spaces in the Public Secto) [+1: Refused to ratify the motion once its single-sex protections had been stripped -- including five SNP rebels.] | 2024-04-24 MOTION PROPOSED S6M-12989: 90 Days on How Scotland Saved Women Rugby World Cup [no meaning line -- not placed] | 2024-04-17 VOTE NO: S6M-12855.4 (Repealing the Hate Crime Act) [diverged from own party's majority] [no meaning line -- not placed]
Graham Simpson (Reform UK) - Central Scot and Lothians West,,x,,,,,"a vote, 14 months ago","strong (recorded vote, human-confirmed meaning line)",6,,"2026-07-22 QUESTION S7W-01934: ""To ask the Scottish Government what steps it is taking, through guidance, engagement or tr"" [activity, not direction] | 2026-06-24 VOTE NO: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [no meaning line -- not placed] | 2025-06-19 VOTE YES: S6M-18016.1 (Progressing National Advisory Council on Women a) [+1: Voted to put the For Women Scotland judgment and the Sullivan Review's sex/gender distinction into the Parliam] | 2025-03-12 VOTE NOT VOTED: S6M-16755.3 (Protecting Single-sex Spaces in the Public Secto) [diverged from own party's majority] [absence/abstention -- not placed] | 2025-03-12 VOTE NOT VOTED: S6M-16755 (Protecting Single-sex Spaces in the Public Secto) [absence/abstention -- not placed] | 2024-04-17 VOTE NO: S6M-12855.4 (Repealing the Hate Crime Act) [diverged from own party's majority] [no meaning line -- not placed]"
Mark Griffin (Scottish Labour) - Central Scot and Lothians West,,x,,,,,"a vote, 17 months ago","strong (recorded vote, human-confirmed meaning line)",6,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2025-07-30 MOTION PROPOSED S6M-18439: The Miracle Foundation SCIO: Supporting Trauma Exper [no meaning line -- not placed] | 2025-06-19 VOTE ABSTAIN: S6M-18016.1 (Progressing National Advisory Council on Women a) [diverged from own party's majority] [absence/abstention -- not placed] | 2025-03-12 VOTE NO: S6M-16755.3 (Protecting Single-sex Spaces in the Public Secto) [diverged from own party's majority] [+1: Voted to keep the single-sex spaces motion's own wording against the wrecking amendment.] | 2025-03-12 VOTE ABSTAIN: S6M-16755 (Protecting Single-sex Spaces in the Public Secto) [diverged from own party's majority] [absence/abstention -- not placed] | 2024-04-17 VOTE YES: S6M-12855.4 (Repealing the Hate Crime Act) [no meaning line -- not placed]
Miles Briggs (Scottish Conservative and Unionist Party) - Edinburgh and Lothians East,,x,,,,,"a vote, 14 months ago","strong (recorded vote, human-confirmed meaning line)",6,,"2026-06-24 VOTE NO: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-02-17 SPOKE: Children (Withdrawal from Religious Educatio ""The fact that the bill has reached stage 3 in such a position is regrettable.As For Women "" [activity, not direction] | 2025-06-19 VOTE YES: S6M-18016.1 (Progressing National Advisory Council on Women a) [+1: Voted to put the For Women Scotland judgment and the Sullivan Review's sex/gender distinction into the Parliam] | 2025-03-12 VOTE NO: S6M-16755.3 (Protecting Single-sex Spaces in the Public Secto) [diverged from own party's majority] [+1: Voted to keep the single-sex spaces motion's own wording against the wrecking amendment.] | 2025-03-12 VOTE NO: S6M-16755 (Protecting Single-sex Spaces in the Public Secto) [+1: Refused to ratify the motion once its single-sex protections had been stripped -- including five SNP rebels.] | 2024-04-17 VOTE NO: S6M-12855.4 (Repealing the Hate Crime Act) [diverged from own party's majority] [no meaning line -- not placed]"
Tim Eagle (Scottish Conservative and Unionist Party) - Highlands and Islands,,x,,,,,"a vote, 14 months ago","strong (recorded vote, human-confirmed meaning line)",6,,"2026-06-24 VOTE NO: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-24 SPOKE: Reform UK Priorities ""Yesterday’s statement on non-domestic rates was a non-event—yet another discussion, yet an"" [activity, not direction] | 2025-06-19 VOTE YES: S6M-18016.1 (Progressing National Advisory Council on Women a) [+1: Voted to put the For Women Scotland judgment and the Sullivan Review's sex/gender distinction into the Parliam] | 2025-03-12 VOTE NOT VOTED: S6M-16755 (Protecting Single-sex Spaces in the Public Secto) [absence/abstention -- not placed] | 2025-03-12 VOTE NO: S6M-16755.3 (Protecting Single-sex Spaces in the Public Secto) [diverged from own party's majority] [+1: Voted to keep the single-sex spaces motion's own wording against the wrecking amendment.] | 2024-04-17 VOTE NO: S6M-12855.4 (Repealing the Hate Crime Act) [diverged from own party's majority] [no meaning line -- not placed]"
Daniel Johnson (Scottish Labour) - Edinburgh Southern,,x,,,,,"a vote, 17 months ago","strong (recorded vote, human-confirmed meaning line)",5,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2025-06-19 VOTE ABSTAIN: S6M-18016.1 (Progressing National Advisory Council on Women a) [diverged from own party's majority] [absence/abstention -- not placed] | 2025-03-12 VOTE NO: S6M-16755.3 (Protecting Single-sex Spaces in the Public Secto) [diverged from own party's majority] [+1: Voted to keep the single-sex spaces motion's own wording against the wrecking amendment.] | 2025-03-12 VOTE ABSTAIN: S6M-16755 (Protecting Single-sex Spaces in the Public Secto) [diverged from own party's majority] [absence/abstention -- not placed] | 2024-04-17 VOTE NOT VOTED: S6M-12855.4 (Repealing the Hate Crime Act) [absence/abstention -- not placed]
Katy Clark (Scottish Labour) - West Scotland,,x,,,,,"a vote, 17 months ago","strong (recorded vote, human-confirmed meaning line)",5,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2025-06-19 VOTE ABSTAIN: S6M-18016.1 (Progressing National Advisory Council on Women a) [diverged from own party's majority] [absence/abstention -- not placed] | 2025-03-12 VOTE NO: S6M-16755.3 (Protecting Single-sex Spaces in the Public Secto) [diverged from own party's majority] [+1: Voted to keep the single-sex spaces motion's own wording against the wrecking amendment.] | 2025-03-12 VOTE ABSTAIN: S6M-16755 (Protecting Single-sex Spaces in the Public Secto) [diverged from own party's majority] [absence/abstention -- not placed] | 2024-04-17 VOTE YES: S6M-12855.4 (Repealing the Hate Crime Act) [no meaning line -- not placed]
Liam Kerr (Scottish Conservative and Unionist Party) - North East Scotland,,x,,,,,"a vote, 14 months ago","strong (recorded vote, human-confirmed meaning line)",5,,2026-06-24 VOTE NO: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2025-06-19 VOTE YES: S6M-18016.1 (Progressing National Advisory Council on Women a) [+1: Voted to put the For Women Scotland judgment and the Sullivan Review's sex/gender distinction into the Parliam] | 2025-03-12 VOTE NO: S6M-16755.3 (Protecting Single-sex Spaces in the Public Secto) [diverged from own party's majority] [+1: Voted to keep the single-sex spaces motion's own wording against the wrecking amendment.] | 2025-03-12 VOTE NO: S6M-16755 (Protecting Single-sex Spaces in the Public Secto) [+1: Refused to ratify the motion once its single-sex protections had been stripped -- including five SNP rebels.] | 2024-04-17 VOTE NO: S6M-12855.4 (Repealing the Hate Crime Act) [diverged from own party's majority] [no meaning line -- not placed]
Michael Marra (Scottish Labour) - North East Scotland,,x,,,,,"a vote, 17 months ago","strong (recorded vote, human-confirmed meaning line)",5,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2025-06-19 VOTE NOT VOTED: S6M-18016.1 (Progressing National Advisory Council on Women a) [diverged from own party's majority] [absence/abstention -- not placed] | 2025-03-12 VOTE NO: S6M-16755.3 (Protecting Single-sex Spaces in the Public Secto) [diverged from own party's majority] [+1: Voted to keep the single-sex spaces motion's own wording against the wrecking amendment.] | 2025-03-12 VOTE ABSTAIN: S6M-16755 (Protecting Single-sex Spaces in the Public Secto) [diverged from own party's majority] [absence/abstention -- not placed] | 2024-04-17 VOTE YES: S6M-12855.4 (Repealing the Hate Crime Act) [no meaning line -- not placed]
Neil Bibby (Scottish Labour) - West Scotland,,x,,,,,"a vote, 17 months ago","strong (recorded vote, human-confirmed meaning line)",5,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2025-06-19 VOTE ABSTAIN: S6M-18016.1 (Progressing National Advisory Council on Women a) [diverged from own party's majority] [absence/abstention -- not placed] | 2025-03-12 VOTE NO: S6M-16755.3 (Protecting Single-sex Spaces in the Public Secto) [diverged from own party's majority] [+1: Voted to keep the single-sex spaces motion's own wording against the wrecking amendment.] | 2025-03-12 VOTE ABSTAIN: S6M-16755 (Protecting Single-sex Spaces in the Public Secto) [diverged from own party's majority] [absence/abstention -- not placed] | 2024-04-17 VOTE NOT VOTED: S6M-12855.4 (Repealing the Hate Crime Act) [absence/abstention -- not placed]
Paul Sweeney (Scottish Labour) - Glasgow,,x,,,,,"a vote, 17 months ago","strong (recorded vote, human-confirmed meaning line)",5,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2025-06-19 VOTE ABSTAIN: S6M-18016.1 (Progressing National Advisory Council on Women a) [diverged from own party's majority] [absence/abstention -- not placed] | 2025-03-12 VOTE NO: S6M-16755.3 (Protecting Single-sex Spaces in the Public Secto) [diverged from own party's majority] [+1: Voted to keep the single-sex spaces motion's own wording against the wrecking amendment.] | 2025-03-12 VOTE ABSTAIN: S6M-16755 (Protecting Single-sex Spaces in the Public Secto) [diverged from own party's majority] [absence/abstention -- not placed] | 2024-04-17 VOTE YES: S6M-12855.4 (Repealing the Hate Crime Act) [no meaning line -- not placed]
