Decision-Maker,++,+,0,-,--,Target (Y/N),Comments
"Dawn Butler (Labour, Brent East)",1,,,,,,"2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Third Reading [++: Voted against assisted dying bill at Third Reading, aligning with CitizenGO's opposition.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment 77 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment 12 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment 24 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: New Clause 16 [0: Assisted dying bill new clause; effect unclear from title alone.] | 2025-06-13 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: New Clause 2 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-13 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: New Clause 1 [0: New Clause on end of life bill, effect unclear from title alone.] | 2025-06-13 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment (b) to New Clause 14 [0: Amendment to end of life bill, effect unclear from title alone.] | 2025-05-16 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill Report Stage: Amendment (a) to New Clause 10 [0: Amendment to end of life bill, effect unclear from title alone.] | 2024-11-29 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Second Reading [++: Voted against assisted dying bill's second reading, aligning with opposition to assisted dying.]"
"Derek Twigg (Labour, Widnes and Halewood)",1,,,,,,"2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Third Reading [++: Voted against assisted dying bill at Third Reading, aligning with CitizenGO's opposition.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment 94 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment 77 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment 12 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment 24 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: New Clause 16 [0: Assisted dying bill new clause; effect unclear from title alone.] | 2025-06-13 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: New Clause 2 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-13 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: New Clause 1 [0: New Clause on end of life bill, effect unclear from title alone.] | 2025-06-13 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment (b) to New Clause 14 [0: Amendment to end of life bill, effect unclear from title alone.] | 2024-11-29 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Second Reading [++: Voted against assisted dying bill's second reading, aligning with opposition to assisted dying.]"
"Dr Andrew Murrison (Conservative, South West Wiltshire)",1,,,,,,"2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Third Reading [++: Voted against assisted dying bill at Third Reading, aligning with CitizenGO's opposition.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment 94 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment 77 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment 12 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment 24 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: New Clause 16 [0: Assisted dying bill new clause; effect unclear from title alone.] | 2025-06-13 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: New Clause 2 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-13 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: New Clause 1 [0: New Clause on end of life bill, effect unclear from title alone.] | 2025-06-13 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment (b) to New Clause 14 [0: Amendment to end of life bill, effect unclear from title alone.] | 2024-11-29 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Second Reading [++: Voted against assisted dying bill's second reading, aligning with opposition to assisted dying.]"
"Fleur Anderson (Labour, Putney)",1,,,,,,"2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Third Reading [++: Voted against assisted dying bill at Third Reading, aligning with CitizenGO's opposition.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment 94 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment 77 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment 12 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment 24 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: New Clause 16 [0: Assisted dying bill new clause; effect unclear from title alone.] | 2025-06-13 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: New Clause 2 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-13 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: New Clause 1 [0: New Clause on end of life bill, effect unclear from title alone.] | 2025-05-16 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill Report Stage: Amendment (a) to New Clause 10 [0: Amendment to end of life bill, effect unclear from title alone.] | 2024-11-29 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Second Reading [++: Voted against assisted dying bill's second reading, aligning with opposition to assisted dying.]"
"Florence Eshalomi (Labour (Co-op), Vauxhall and Camberwell Green)",1,,,,,,"2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Third Reading [++: Voted against assisted dying bill at Third Reading, aligning with CitizenGO's opposition.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment 94 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment 77 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment 12 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment 24 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: New Clause 16 [0: Assisted dying bill new clause; effect unclear from title alone.] | 2025-06-13 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: New Clause 2 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-13 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: New Clause 1 [0: New Clause on end of life bill, effect unclear from title alone.] | 2025-06-13 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment (b) to New Clause 14 [0: Amendment to end of life bill, effect unclear from title alone.] | 2025-05-16 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill Report Stage: Amendment (a) to New Clause 10 [0: Amendment to end of life bill, effect unclear from title alone.]"
"Iqbal Mohamed (Independent, Dewsbury and Batley)",1,,,,,,"2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Third Reading [++: Voted against assisted dying bill at Third Reading, aligning with CitizenGO's opposition.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment 94 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment 12 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment 24 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: New Clause 16 [0: Assisted dying bill new clause; effect unclear from title alone.] | 2025-06-13 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: New Clause 2 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-13 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: New Clause 1 [0: New Clause on end of life bill, effect unclear from title alone.] | 2025-06-13 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment (b) to New Clause 14 [0: Amendment to end of life bill, effect unclear from title alone.] | 2025-05-16 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill Report Stage: Amendment (a) to New Clause 10 [0: Amendment to end of life bill, effect unclear from title alone.] | 2024-11-29 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Second Reading [++: Voted against assisted dying bill's second reading, aligning with opposition to assisted dying.]"
"Jim McMahon (Labour (Co-op), Oldham West, Chadderton and Royton)",1,,,,,,"2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Third Reading [++: Voted against assisted dying bill at Third Reading, aligning with CitizenGO's opposition.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment 94 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment 12 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment 24 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: New Clause 16 [0: Assisted dying bill new clause; effect unclear from title alone.] | 2025-06-13 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: New Clause 2 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-13 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: New Clause 1 [0: New Clause on end of life bill, effect unclear from title alone.] | 2025-06-13 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment (b) to New Clause 14 [0: Amendment to end of life bill, effect unclear from title alone.] | 2025-05-16 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill Report Stage: Amendment (a) to New Clause 10 [0: Amendment to end of life bill, effect unclear from title alone.] | 2024-11-29 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Second Reading [++: Voted against assisted dying bill's second reading, aligning with opposition to assisted dying.]"
"Josh Fenton-Glynn (Labour, Calder Valley)",1,,,,,,"2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Third Reading [++: Voted against assisted dying bill at Third Reading, aligning with CitizenGO's opposition.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment 94 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment 77 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment 12 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment 24 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: New Clause 16 [0: Assisted dying bill new clause; effect unclear from title alone.] | 2025-06-13 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: New Clause 2 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-13 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: New Clause 1 [0: New Clause on end of life bill, effect unclear from title alone.] | 2025-06-13 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment (b) to New Clause 14 [0: Amendment to end of life bill, effect unclear from title alone.] | 2025-05-16 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill Report Stage: Amendment (a) to New Clause 10 [0: Amendment to end of life bill, effect unclear from title alone.]"
"Juliet Campbell (Labour, Broxtowe)",1,,,,,,"2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Third Reading [++: Voted against assisted dying bill at Third Reading, aligning with CitizenGO's opposition.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment 94 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment 12 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment 24 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: New Clause 16 [0: Assisted dying bill new clause; effect unclear from title alone.] | 2025-06-13 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: New Clause 2 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-13 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: New Clause 1 [0: New Clause on end of life bill, effect unclear from title alone.] | 2025-06-13 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment (b) to New Clause 14 [0: Amendment to end of life bill, effect unclear from title alone.] | 2025-05-16 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill Report Stage: Amendment (a) to New Clause 10 [0: Amendment to end of life bill, effect unclear from title alone.] | 2024-11-29 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Second Reading [++: Voted against assisted dying bill's second reading, aligning with opposition to assisted dying.]"
"Justin Madders (Labour, Ellesmere Port and Bromborough)",1,,,,,,"2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Third Reading [++: Voted against assisted dying bill at Third Reading, aligning with CitizenGO's opposition.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment 94 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment 12 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment 24 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: New Clause 16 [0: Assisted dying bill new clause; effect unclear from title alone.] | 2025-06-13 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: New Clause 2 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-13 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: New Clause 1 [0: New Clause on end of life bill, effect unclear from title alone.] | 2025-06-13 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment (b) to New Clause 14 [0: Amendment to end of life bill, effect unclear from title alone.] | 2025-05-16 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill Report Stage: Amendment (a) to New Clause 10 [0: Amendment to end of life bill, effect unclear from title alone.] | 2024-11-29 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Second Reading [++: Voted against assisted dying bill's second reading, aligning with opposition to assisted dying.]"
"Liz Twist (Labour, Blaydon and Consett)",1,,,,,,"2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Third Reading [++: Voted against assisted dying bill at Third Reading, aligning with CitizenGO's opposition.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment 94 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment 77 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment 12 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment 24 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: New Clause 16 [0: Assisted dying bill new clause; effect unclear from title alone.] | 2025-06-13 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: New Clause 2 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-13 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: New Clause 1 [0: New Clause on end of life bill, effect unclear from title alone.] | 2025-06-13 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment (b) to New Clause 14 [0: Amendment to end of life bill, effect unclear from title alone.] | 2024-11-29 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Second Reading [++: Voted against assisted dying bill's second reading, aligning with opposition to assisted dying.]"
"Mike Wood (Conservative, Kingswinford and South Staffordshire)",1,,,,,,"2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Third Reading [++: Voted against assisted dying bill at Third Reading, aligning with CitizenGO's opposition.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment 94 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment 77 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment 12 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment 24 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: New Clause 16 [0: Assisted dying bill new clause; effect unclear from title alone.] | 2025-06-13 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: New Clause 2 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-13 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: New Clause 1 [0: New Clause on end of life bill, effect unclear from title alone.] | 2025-06-13 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment (b) to New Clause 14 [0: Amendment to end of life bill, effect unclear from title alone.] | 2025-05-16 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill Report Stage: Amendment (a) to New Clause 10 [0: Amendment to end of life bill, effect unclear from title alone.]"
"Mr Paul Foster (Labour, South Ribble)",1,,,,,,"CONFLICTING SIGNALS - review all evidence | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Third Reading [++: Voted against assisted dying bill at Third Reading, aligning with CitizenGO's opposition.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment 94 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment 77 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment 12 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment 24 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: New Clause 16 [0: Assisted dying bill new clause; effect unclear from title alone.] | 2025-06-13 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: New Clause 2 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-13 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: New Clause 1 [0: New Clause on end of life bill, effect unclear from title alone.] | 2025-06-13 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment (b) to New Clause 14 [0: Amendment to end of life bill, effect unclear from title alone.] | 2024-11-29 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Second Reading [--: Voted for assisted dying bill's second reading, directly opposing CitizenGO's stance against assisted dying.]"
"Mrs Elsie Blundell (Labour, Heywood and Middleton North)",1,,,,,,"2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Third Reading [++: Voted against assisted dying bill at Third Reading, aligning with CitizenGO's opposition.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment 94 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment 77 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment 12 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment 24 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: New Clause 16 [0: Assisted dying bill new clause; effect unclear from title alone.] | 2025-06-13 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: New Clause 2 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-13 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: New Clause 1 [0: New Clause on end of life bill, effect unclear from title alone.] | 2025-06-13 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment (b) to New Clause 14 [0: Amendment to end of life bill, effect unclear from title alone.] | 2024-11-29 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Second Reading [++: Voted against assisted dying bill's second reading, aligning with opposition to assisted dying.]"
"Munira Wilson (Liberal Democrat, Twickenham)",1,,,,,,"2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Third Reading [++: Voted against assisted dying bill at Third Reading, aligning with CitizenGO's opposition.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment 94 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment 77 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment 12 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment 24 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: New Clause 16 [0: Assisted dying bill new clause; effect unclear from title alone.] | 2025-06-13 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: New Clause 2 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-13 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: New Clause 1 [0: New Clause on end of life bill, effect unclear from title alone.] | 2025-06-13 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment (b) to New Clause 14 [0: Amendment to end of life bill, effect unclear from title alone.] | 2024-11-29 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Second Reading [++: Voted against assisted dying bill's second reading, aligning with opposition to assisted dying.]"
"Neil Coyle (Labour, Bermondsey and Old Southwark)",1,,,,,,"2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Third Reading [++: Voted against assisted dying bill at Third Reading, aligning with CitizenGO's opposition.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment 94 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment 77 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment 12 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment 24 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: New Clause 16 [0: Assisted dying bill new clause; effect unclear from title alone.] | 2025-06-13 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: New Clause 2 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-13 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: New Clause 1 [0: New Clause on end of life bill, effect unclear from title alone.] | 2025-06-13 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment (b) to New Clause 14 [0: Amendment to end of life bill, effect unclear from title alone.] | 2024-11-29 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Second Reading [++: Voted against assisted dying bill's second reading, aligning with opposition to assisted dying.]"
"Paul Waugh (Labour (Co-op), Rochdale)",1,,,,,,"2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Third Reading [++: Voted against assisted dying bill at Third Reading, aligning with CitizenGO's opposition.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment 94 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Amendment 77 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment 12 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment 24 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-20 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: New Clause 16 [0: Assisted dying bill new clause; effect unclear from title alone.] | 2025-06-13 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: New Clause 2 [0: Assisted dying bill amendment; effect unclear from title alone.] | 2025-06-13 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: New Clause 1 [0: New Clause on end of life bill, effect unclear from title alone.] | 2025-06-13 VOTE: Voted Aye: Terminally Ill Adults (End of Life) Bill: Amendment (b) to New Clause 14 [0: Amendment to end of life bill, effect unclear from title alone.] | 2024-11-29 VOTE: Voted No: Terminally Ill Adults (End of Life) Bill: Second Reading [++: Voted against assisted dying bill's second reading, aligning with opposition to assisted dying.]"
