Decision-Maker,++,+,0,-,--,Target (Y/N),Based on,Confidence,Evidence items,Profile,Comments
"Anna McMorrin (Labour, Cardiff North)",,,1,,,,"a question, 7 years ago","thin (little on record, none of it directional)",2,mp-votes.html#mp-4632,"2020-01-30 PQ: Surrogacy ""To ask the Secretary of State for Health and Social Care, if he will publish the Government's response to the Law Commission's consultation entitled Building families through surrogacy: a new law, which closed on 11 October 2019."" [0: Neutral request to publish government response on surrogacy consultation] | 2020-01-30 PQ: Surrogacy ""To ask the Secretary of State for Health and Social Care, whether the Government plans to bring forward legislative proposals on surrogacy before the planned report on the issue by the Law Commission in 2021; and if he will make a statement."" [0: Neutral procedural question on surrogacy legislative timing]"
"Helen Hayes (Labour, Dulwich and West Norwood)",,,1,,,,"a speech, 10 months ago","thin (little on record, none of it directional)",2,mp-votes.html#mp-4510,"2025-10-30 DEBATE: Spoke:  Children’s Social Care (re: child protection) ""Whatever the outcome of the Law Commission’s work, it is vital that the postcode lottery currently experienced by families with a disabled child is addressed."" [0: About disabled children's care postcode lottery, unrelated to surrogacy] | 2025-07-10 DEBATE: Spoke:  Children’s Social Care (re: child protection) ""Disabled children face significant barriers, including limited access to respite care and inconsistent assessments. We heard that support for disabled children is often deprioritised as social services focus on child protection concerns, and that sometimes..."" [0: Discusses disabled children's care barriers, unrelated to family/marriage stance]"
"Ms Stella Creasy (Labour (Co-op), Walthamstow)",,,1,,,,"a speech, 4 years ago","thin (little on record, none of it directional)",2,mp-votes.html#mp-4088,"2022-12-09 DEBATE: Spoke: Protection from Sex-based Harassment  in Public Bill (re: Islamophobia) ""A couple of years ago, somebody in my local community was targeting Muslim women and pulling off their hijabs. That was not just about Islamophobia; it was also about misogyny, because this person was not targeting Muslim men. The offences in the Bill would..."" [0: Describes harassment incident; not directly about speech restriction or family policy] | 2022-02-28 DEBATE: Spoke:  Police, Crime, Sentencing  and Courts Bill (re: Law Commission) ""I also say to the Minister gently that he might want to correct the record, because the Law Commission did not look at this very proposal. This proposal is based on the Bertin amendment. The Bertin amendment carves out a definition of serious sexual violence..."" [0: Technical dispute over Law Commission scope, not family-related stance]"
"Angela Rayner (Labour, Ashton-under-Lyne)",,,1,,,,"a speech, 3 years ago","thin (little on record, none of it directional)",1,mp-votes.html#mp-4356,"2023-11-08 DEBATE: Spoke: Breaking Down Barriers to Opportunity (re: Law Commission) ""What the Tory party has successfully built is a boulevard of broken dreams. The Conservatives have broken their promises to renters, to leaseholders, to house builders, and to all those who dream of owning their own home. Like a bad Santa at Christmas, they..."" [0: About housing policy, not marriage or family policy substance]"
"Caroline Nokes (Conservative, Romsey and Southampton North)",,,1,,,,"a speech, 4 years ago","thin (little on record, none of it directional)",1,mp-votes.html#mp-4048,"2022-12-09 DEBATE: Spoke: Protection from Sex-based Harassment  in Public Bill (re: Law Commission) ""As my right hon. Friend the Member for Tunbridge Wells said, back in December last year we saw the Law Commission’s review, which clearly stated that the Government should consider making public sexual harassment a specific crime, although, interestingly, at..."" [0: Discusses Law Commission review on harassment law, not marriage or family policy]"
"Daisy Cooper (Liberal Democrat, St Albans)",,,1,,,,"a question, 17 months ago","thin (little on record, none of it directional)",1,mp-votes.html#mp-4769,"2025-03-04 PQ: Surrogacy ""To ask the Secretary of State for Health and Social Care, pursuant to the Answer of 31 January to Question 25639 on Surrogacy, whether he plans to respond to the Law Commission’s report on surrogacy in this Parliament."" [0: Neutral request for timing of surrogacy law response]"
"Dame Siobhain McDonagh (Labour, Mitcham and Morden)",,,1,,,,"a speech, 22 months ago","thin (little on record, none of it directional)",1,mp-votes.html#mp-193,"2024-10-30 DEBATE: Spoke: Children’s Hospices: Funding ""The breakdown in hospices and children’s hospices always has a cost. If a family cannot get support to look after a child with a life-limiting condition at home, in the end the NHS and social services will step in. I appreciate that it is difficult for..."" [0: Discussion of hospice funding costs, unrelated to marriage and family stance]"
"Dr Lauren Sullivan (Labour, Gravesham)",,,1,,,,"a speech, 16 months ago","thin (little on record, none of it directional)",1,mp-votes.html#mp-5269,"2025-04-24 DEBATE: Spoke: Crime and Policing Bill (Ninth sitting) ""The need for reform has been recognised for some time, but the legislative space did not allow it to move forward. This Labour Government are now picking up the mantle and delivering on that commitment. Clause 56 and schedule 8 build on the groundwork of the..."" [0: Supports criminalising non-consensual intimate images, unrelated to abortion, speech or family policy]"
"Dr Luke Evans (Conservative, Hinckley and Bosworth)",,,1,,,,"a speech, 4 years ago","thin (little on record, none of it directional)",1,mp-votes.html#mp-4781,"2022-02-25 DEBATE: Spoke: Marriage and Civil Partnership (Minimum Age) Bill ""The Government remains committed to considering the case for more comprehensive and enduring reform to marriage law once the Law Commission has completed its fundamental review of the law in this area. The Law Commission will present options for reforms to..."" [0: Government response on marriage law review, procedural and non-directional]"
"Frank McNally (Labour, Coatbridge and Bellshill)",,,1,,,,"a question, 22 months ago","thin (little on record, none of it directional)",1,mp-votes.html#mp-5183,"2024-10-18 PQ: Surrogacy ""To ask the Secretary of State for Health and Social Care, whether he plans to respond to the report by the Law Commission of England and Wales and the Scottish Law Commission entitled Building families through surrogacy: a new law, published on 28 March 2"" [0: Neutral procedural question on government response to surrogacy report]"
"Gareth Thomas (Labour (Co-op), Harrow West)",,,1,,,,"a question, 5 weeks ago","thin (little on record, none of it directional)",1,mp-votes.html#mp-177,"2026-07-08 PQ: Co-operative and Community Benefit Societies Act 2014 (re: Law Commission) ""To ask the Chancellor of the Exchequer, what discussions her Department have had on the scope, conduct or progress of its review of the Co-operative and Community Benefit Societies Act with the Law Commission."" [0: Procedural question on Law Commission review process, no stance indicated]"
"Harriet Cross (Conservative, Gordon and Buchan)",,,1,,,,"a question, 17 months ago","thin (little on record, none of it directional)",1,mp-votes.html#mp-5311,"2025-03-10 PQ: Surrogacy ""To ask the Secretary of State for Health and Social Care, when the Government plans to publish its full response to the Law Commission’s report Building Families Through Surrogacy: A New Law, published in March 2023, following its interim response on 8 No"" [0: Neutral request for timing of surrogacy report response]"
"Ian Byrne (Labour, Liverpool West Derby)",,,1,,,,"a speech, 3 years ago","thin (little on record, none of it directional)",1,mp-votes.html#mp-4831,"2023-12-11 DEBATE: Spoke:  Leasehold and Freehold Reform Bill (re: Law Commission) ""My constituents also want to see a Bill that contains all the Law Commission’s proposals, rather than the watered-down version before us today. I am glad that our Front Bench team confirmed that that is what we will do if we get into government."" [0: Leasehold reform content, unrelated to marriage and family substance]"
"James Cartlidge (Conservative, South Suffolk)",,,1,,,,"a speech, 5 years ago","thin (little on record, none of it directional)",1,mp-votes.html#mp-4519,"2021-12-02 DEBATE: Spoke:  Digital Image Abuse (re: Online Safety Bill) ""My colleagues in the Department for Digital, Culture, Media and Sport are busy preparing the online safety Bill, which will include provisions to tackle illegal and legal-but-harmful content, including criminal deepfake pornography, sexual harassment and..."" [0: Describes upcoming Online Safety Bill provisions on deepfakes without clear overreach framing]"
"Jeff Smith (Labour, Manchester Withington)",,,1,,,,"a speech, 3 years ago","thin (little on record, none of it directional)",1,mp-votes.html#mp-4456,"2023-11-13 DEBATE: Spoke: Building an NHS Fit for the Future (re: private prescriptions) ""I will not test your patience, Madam Deputy Speaker, so in two lines I will mention two more Bills: the Media Bill—excellent. I am pleased that we are finally getting a Bill to protect public service broadcasting, but I am disappointed that a ban on..."" [0: Vague reference to unnamed ban, direction unclear from truncated text]"
"Jerome Mayhew (Conservative, Broadland and Fakenham)",,,1,,,,"a speech, 18 months ago","thin (little on record, none of it directional)",1,mp-votes.html#mp-4739,"2025-02-06 DEBATE: Spoke:  Financial Education (re: PSHE) ""We know that financial stress has a huge impact both on our economy and on our society. Way back in 2014, Barclays bank did research that showed that 17.5 million hours were lost to the economy because of financial stress. We also know that financial stress,..."" [0: Discusses financial stress and PSHE, no direct stance on marriage or family policy]"
"Jim McMahon (Labour (Co-op), Oldham West, Chadderton and Royton)",,,1,,,,"a speech, 4 years ago","thin (little on record, none of it directional)",1,mp-votes.html#mp-4569,"2022-06-30 DEBATE: Spoke:  Child Sexual Exploitation and Safeguarding in Oldham (re: grooming gang) ""When the report into abuse in Rotherham was made public, Oldham Council carried out a full review of taxi licensing. The increasingly robust approach was challenged, including through successful appeals in the magistrates court, but in the end, we had the..."" [0: Discusses council taxi licensing response to grooming, unrelated to listed areas]"
"John Whitby (Labour, Derbyshire Dales)",,,1,,,,"a speech, 7 months ago","thin (little on record, none of it directional)",1,mp-votes.html#mp-5342,"2026-01-28 DEBATE: Spoke: Local Authority Children’s Services (re: home schooling) ""There are many other positive changes to highlight, including those ensuring greater oversight on home schooling for children subject to a child protection order. The roll-out of the Staying Close programme will give care leavers from residential care—the..."" [0: Discusses oversight for child-protection cases only, not general home schooling parental rights]"
"Josh MacAlister (Labour, Whitehaven and Workington)",,,1,,,,"a speech, 6 months ago","thin (little on record, none of it directional)",1,mp-votes.html#mp-5033,"2026-02-23 DEBATE: Spoke:  Kinship Carer Identification (re: parental rights) ""It is vital to ensure that children have someone advocating for them in education. We will ensure that the virtual school head role has statutory footing for children in kinship care in 2027. Of course, the generational reforms to special educational needs..."" [0: Administrative update on kinship care support, no direct link to parental education rights]"
"Lucy Powell (Labour (Co-op), Manchester Central)",,,1,,,,"a speech, 18 months ago","thin (little on record, none of it directional)",1,mp-votes.html#mp-4263,"2025-02-06 DEBATE: Spoke:  Business of the House (re: assisted dying) ""This week marks LGBT+ History Month, which is a chance for us to reflect and remember the contribution of the LGBT community and the discrimination that they still too often face. The Labour party is proud to be the party of equality, having abolished section..."" [0: Mostly procedural business questions; no substantive stance on relevant policy areas]"
"Luke Pollard (Labour (Co-op), Plymouth Sutton and Devonport)",,,1,,,,"a question, 5 years ago","thin (little on record, none of it directional)",1,mp-votes.html#mp-4682,"2021-12-02 PQ: Marriage: Humanism (re: Law Commission) ""To ask the Secretary of State for Justice, what his timeline is for responding to the Law Commission marriage review following its publication."" [0: Neutral procedural question about government response timeline to marriage review]"
"Mr Andrew Snowden (Conservative, Fylde)",,,1,,,,"a question, 14 months ago","thin (little on record, none of it directional)",1,mp-votes.html#mp-5072,"2025-07-01 PQ: Surrogacy: Mental Health ""To ask the Secretary of State for Justice, with reference to the Law Commission report entitled Building families through surrogacy: a new law, published on 28 March 2023, if she will make an assessment of the potential impact of implementing the recommen"" [0: Neutral request for assessment of Law Commission surrogacy report]"
"Neil Coyle (Labour, Bermondsey and Old Southwark)",,,1,,,,"a question, 5 years ago","thin (little on record, none of it directional)",1,mp-votes.html#mp-4368,"2022-01-24 PQ: Surrogacy ""To ask the Secretary of State for Health and Social Care, what steps his Department is taking to reform surrogacy law in response to the proposals set out in the Law Commission’s 2019 Consultation Paper Building families through surrogacy: a new law; and"" [0: Neutral information-seeking on surrogacy law reform progress]"
"Paula Barker (Labour, Liverpool Wavertree)",,,1,,,,"a speech, 2 years ago","thin (little on record, none of it directional)",1,mp-votes.html#mp-4828,"2024-05-01 DEBATE: Spoke:  Youth Homelessness (re: family breakdown) ""All our young people are struggling, across the board, but care leavers, those who cannot access mental health support and those who have suffered family breakdown, have untold trauma and then fall on the wrong side of a homeless emergency—who will speak up..."" [0: Notes family breakdown as one cause of youth homelessness, no policy stance]"
"Richard Burgon (Labour, Leeds East)",,,1,,,,"a speech, 4 years ago","thin (little on record, none of it directional)",1,mp-votes.html#mp-4493,"2022-10-26 DEBATE: Spoke:  Online Harms ""Online Harms"" [0: Focused on child suicide-content safety, not marriage/family; balanced free speech framing]"
"Rushanara Ali (Labour, Bethnal Green and Stepney)",,,1,,,,"a speech, 22 months ago","thin (little on record, none of it directional)",1,mp-votes.html#mp-4138,"2024-10-23 DEBATE: Spoke: Rough Sleeping (re: family breakdown) ""Hon. Members have highlighted the consequences of homelessness and rough sleeping, including the scarring effects of the physical and mental health challenges that people face, and the long-term consequences for families, children and young people...."" [0: Describes effects of homelessness on families, no direct family policy stance]"
"Ruth Cadbury (Labour, Brentford and Isleworth)",,,1,,,,"a speech, 3 years ago","thin (little on record, none of it directional)",1,mp-votes.html#mp-4389,"2023-11-08 DEBATE: Spoke: Breaking Down Barriers to Opportunity (re: Law Commission) ""The Government have once again failed leaseholders with the crumbs on offer. No more leasehold houses to be built—big deal. Developers should never have started building leasehold houses in the first place. I am pleased that my hon. Friend the Member for..."" [0: Concerns leasehold housing reform, unrelated to marriage and family policy substance]"
"Sam Rushworth (Labour, Bishop Auckland)",,,1,,,,"a speech, 21 months ago","thin (little on record, none of it directional)",1,mp-votes.html#mp-5108,"2024-11-21 DEBATE: Spoke:  International Men’s Day (re: family breakdown) ""The crisis in men’s mental health is one of the most significant issues of our time. It negatively impacts not only on the individuals concerned, but on their relationships with family, friends and work colleagues and, tragically, it is increasingly leading..."" [0: Discusses men's mental health impact on family, no explicit family policy stance]"
"Sarah Hall (Labour (Co-op), Warrington South)",,,1,,,,"a question, 14 months ago","thin (little on record, none of it directional)",1,mp-votes.html#mp-5154,"2025-06-24 PQ: Hate Crime: Gender and Sexuality (re: Law Commission) ""To ask the Secretary of State for the Home Department, with reference to the Law Commission’s report entitled Hate crime laws: Final report, published on 7 December 2021, whether her Department is taking steps to implement the recommendation to extend agg"" [0: Unrelated to abortion or family; procedural hate crime query]"
"Sarah Olney (Liberal Democrat, Richmond Park)",,,1,,,,"a question, 3 years ago","thin (little on record, none of it directional)",1,mp-votes.html#mp-4591,"2023-11-14 PQ: Surrogacy ""To ask the Secretary of State for Health and Social Care, what assessment he has made of the implications for his policies of the report by the Law Commission entitled Building Families Through Surrogacy: A New Law, published on 29 March 2023; and whether"" [0: Neutral inquiry into Law Commission surrogacy report implications]"
"Sarah Owen (Labour, Luton North)",,,1,,,,"a speech, 5 years ago","thin (little on record, none of it directional)",1,mp-votes.html#mp-4777,"2021-07-01 DEBATE: Spoke:  Pride Month (re: conversion therapy) ""However, I speak to some LGBTQ+ people and, while there is so much to be proud of, there is sometimes a resurgence of fear. I know, as co-chair of the all-party parliamentary group on hate crime, that in the past year the hate crime of homophobia, as with..."" [0: General remarks on LGBTQ+ fear and hate crime, not specifically addressing conversion therapy bans]"
"Sarah Pochin (Reform UK, Runcorn and Helsby)",,,1,,,,"a question, 8 months ago","thin (little on record, none of it directional)",1,mp-votes.html#mp-5403,"2025-12-23 PQ: Hate Crime (re: Law Commission) ""To ask the Secretary of State for the Home Department, what progress her Department has made on implementing the Law Commission’s recommendations on hate crime recording."" [0: Neutral procedural question on hate crime recording implementation]"
"Sir James Cleverly (Conservative, Braintree)",,,1,,,,"a speech, 3 years ago","thin (little on record, none of it directional)",1,mp-votes.html#mp-4366,"2023-11-28 DEBATE: Spoke: Criminal Justice Bill (re: Online Safety Act) ""The Bill also fulfils the Government’s commitment made during the passage of the Online Safety Act to broaden the offence of encouraging or assisting serious self-harm to cover all means, not just communications, by which serious self-harm may be encouraged..."" [0: Supports broadening self-harm encouragement offence to protect vulnerable, not squarely about speech overreach]"
"Sir John Hayes (Conservative, South Holland and The Deepings)",,,1,,,,"a question, 5 years ago","thin (little on record, none of it directional)",1,mp-votes.html#mp-350,"2021-06-23 PQ: Death (re: Law Commission) ""To ask the Secretary of State for Justice, what the timeframe is for the Law Commission review into a modern framework for disposing of the dead to begin."" [0: Neutral procedural question about Law Commission review timeframe]"
"Sir John Whittingdale (Conservative, Maldon)",,,1,,,,"a speech, 21 months ago","thin (little on record, none of it directional)",1,mp-votes.html#mp-39,"2024-11-21 DEBATE: Spoke: Strategic Lawsuits Against Public Participation (re: censorship) ""I have also had correspondence from the Society of Media Lawyers, which suggested that there is a lack of empirical evidence and that campaigners ignore existing legal and regulatory tools. It also suggested that this is an area that the Law Commission should..."" [0: Reports legal-sector scepticism on SLAPP evidence; no clear personal stance]"
"Sir Stephen Timms (Labour, East Ham)",,,1,,,,"a question, 2 years ago","thin (little on record, none of it directional)",1,mp-votes.html#mp-163,"2024-03-14 PQ: Family Conciliation Services (re: family breakdown) ""To ask the Secretary of State for Education, whether she has made an estimate of the number of therapists offering reunification therapy services to help with cases of family breakdown."" [0: Factual query on reunification therapy provision, no stance shown]"
"Stephen Kinnock (Labour, Aberafan Maesteg)",,,1,,,,"a question, 3 years ago","thin (little on record, none of it directional)",1,mp-votes.html#mp-4359,"2023-12-01 PQ: Surrogacy ""To ask the Secretary of State for Health and Social Care, what plans she has to implement the recommendations of the Law Commission's report Building families through surrogacy: a new law, HC1236, on (a) establishing a new pathway for surrogacy in which i"" [0: Neutral inquiry into government plans on Law Commission surrogacy recommendations]"
"Wendy Morton (Conservative, Aldridge-Brownhills)",,,1,,,,"a speech, 3 years ago","thin (little on record, none of it directional)",1,mp-votes.html#mp-4358,"2023-11-08 DEBATE: Spoke: Breaking Down Barriers to Opportunity (re: Law Commission) ""It has become apparent in recent years—and in my inbox—that a raft of problems can affect leaseholders. [ Interruption. ] I see the Housing Minister, my hon. Friend the Member for Redditch (Rachel Maclean), nodding in agreement. Examples include extortionate..."" [0: Discusses leasehold housing problems, unrelated to marriage and family position]"
"Yvette Cooper (Labour, Pontefract, Castleford and Knottingley)",,,1,,,,"a speech, 19 months ago","thin (little on record, none of it directional)",1,mp-votes.html#mp-420,"2025-01-21 DEBATE: Spoke: Southport Attack (re: Online Safety Act) ""The Online Safety Act 2023 illegal content codes of practice come into force in March and the child safety codes should be in place this summer, but companies should take responsibility before then. The prosecution will provide more detail on Thursday about..."" [0: Discusses implementation timeline of existing Online Safety Act codes, procedural]"
"Abtisam Mohamed (Labour, Sheffield Central)",,,1,,,,no evidence,,0,mp-votes.html#mp-5142,No recorded activity on this area (ledger from 2026-02-03)
"Adam Dance (Liberal Democrat, Yeovil)",,,1,,,,no evidence,,0,mp-votes.html#mp-5191,No recorded activity on this area (ledger from 2026-02-03)
"Adam Jogee (Labour, Newcastle-under-Lyme)",,,1,,,,no evidence,,0,mp-votes.html#mp-5168,No recorded activity on this area (ledger from 2026-02-03)
"Adam Thompson (Labour, Erewash)",,,1,,,,no evidence,,0,mp-votes.html#mp-5044,No recorded activity on this area (ledger from 2026-02-03)
"Adrian Ramsay (Green Party, Waveney Valley)",,,1,,,,no evidence,,0,mp-votes.html#mp-5320,No recorded activity on this area (ledger from 2026-02-03)
"Afzal Khan (Labour, Manchester Rusholme)",,,1,,,,no evidence,,0,mp-votes.html#mp-4671,No recorded activity on this area (ledger from 2026-02-03)
"Al Carns (Labour, Birmingham Selly Oak)",,,1,,,,no evidence,,0,mp-votes.html#mp-5235,No recorded activity on this area (ledger from 2026-02-03)
"Alan Gemmell (Labour, Central Ayrshire)",,,1,,,,no evidence,,0,mp-votes.html#mp-5185,No recorded activity on this area (ledger from 2026-02-03)
"Alan Mak (Conservative, Havant)",,,1,,,,no evidence,,0,mp-votes.html#mp-4484,No recorded activity on this area (ledger from 2026-02-03)
"Alan Strickland (Labour, Newton Aycliffe and Spennymoor)",,,1,,,,no evidence,,0,mp-votes.html#mp-5080,No recorded activity on this area (ledger from 2026-02-03)
