Decision-Maker,++,+,0,-,--,Target (Y/N),Comments
"Jim Shannon (Democratic Unionist Party, Strangford)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance] | 2025-04-30 DEBATE: Spoke: Gender Incongruence: Puberty Suppressing Hormones [++: Strongly endorses banning puberty blockers for children, aligning fully with position] | 2024-12-11 DEBATE: Spoke:  Puberty-suppressing Hormones [unscored] | 2024-12-03 DEBATE: Spoke:  Family Farming in Devon (re: Tavistock) [unscored] | 2024-04-15 DEBATE: Spoke: Cass Review [++: Praises Cass Review, calls Tavistock practices abuse, demands action to stop malpractice] | 2023-12-06 DEBATE: Spoke: Conversion Practices [unscored] | 2022-02-28 EDM-SIGNED: Signed EDM: Pre-legislative scrutiny and delay for the Government's proposed conversion therapy legislation [unscored]"
"Saqib Bhatti (Conservative, Meriden and Solihull East)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance] | 2026-01-19 DEBATE: Spoke: Gender Questioning: Guidance in Schools (re: Cass Review) [++: Presses government to act against gender ideology in schools, protect children per Cass Review] | 2025-04-24 PQ: Gender Dysphoria: Children [unscored] | 2025-03-19 DEBATE: Spoke: Topical Questions (re: puberty blocker) [++: Opposes puberty blocker trials on children, cites safety and Cass review concerns] | 2025-01-22 DEBATE: Spoke: Listed Places of Worship Scheme [+: Champions heritage funding for places of worship, supporting faith communities] | 2025-01-22 DEBATE: Spoke: Listed Places of Worship Scheme [+: Praises heritage places of worship and supports funding scheme for them]"
"Carla Lockhart (Democratic Unionist Party, Upper Bann)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance] | 2026-06-23 DEBATE: Spoke:  Puberty Blockers [++: Strongly condemns government's puberty blocker trial, citing Cass review and parental concerns] | 2026-03-23 DEBATE: Spoke: Puberty Blockers Clinical Trial [unscored] | 2026-02-26 PQ: Puberty Suppressing Hormones: Clinical Trials [+: Seeks whistleblower input on puberty blocker trial, implying scrutiny of youth gender medicine] | 2025-12-17 DEBATE: Spoke: Puberty Suppressants Trial (re: puberty blocker) [++: Calls puberty blocker trial nigh-on child abuse, strongly opposes paediatric medicalisation]"
"Helen Morgan (Liberal Democrat, North Shropshire)",1,,,,,,"CONFLICTING SIGNALS - review all evidence | 2026-07-16 DEBATE: Spoke: Health Bill (Seventeenth sitting) (re: puberty blocker) [++: Introduces clause to ban puberty blockers for under-18s for gender dysphoria treatment] | 2026-06-22 DEBATE: Spoke: Pathways Study: Puberty Suppression (re: puberty blocker) [+: Calls for evidence-based caution and talking therapies before puberty blockers for minors] | 2026-03-23 DEBATE: Spoke: Puberty Blockers Clinical Trial [unscored] | 2025-04-30 DEBATE: Spoke: Gender Incongruence: Puberty Suppressing Hormones [unscored] | 2025-04-30 DEBATE: Spoke: Gender Incongruence: Puberty Suppressing Hormones [-: Advocates faster access to specialist gender identity services for children, favouring transition care]"
"Jonathan Hinder (Labour, Pendle and Clitheroe)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance] | 2026-03-23 DEBATE: Spoke: Puberty Blockers Clinical Trial [++: Strongly condemns puberty blocker trial as unethical harm to children] | 2026-01-13 DEBATE: Spoke: Puberty Suppressants (re: puberty blocker) [++: Backs puberty blocker ban, questions long-term outcomes before further prescribing] | 2025-12-17 DEBATE: Spoke: Puberty Suppressants Trial (re: Tavistock) [++: Strongly condemns puberty blockers for children, opposes paediatric transition experimentation] | 2025-07-07 PQ: Puberty Suppressing Hormones: Young People [unscored]"
"Joy Morrissey (Conservative, Beaconsfield)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance] | 2026-06-23 DEBATE: Spoke:  Puberty Blockers [unscored] | 2026-06-23 DEBATE: Spoke:  Puberty Blockers [++: Strongly questions rushing puberty blocker trial before safety data complete, opposing paediatric transition] | 2026-03-23 DEBATE: Spoke: Puberty Blockers Clinical Trial [++: Opposes puberty blocker trial on children, citing Cass review concerns about paediatric transition] | 2024-10-09 DEBATE: Spoke: Cass Review [unscored]"
"Gregory Stafford (Conservative, Farnham and Bordon)",1,,,,,,"2026-07-16 DEBATE: Spoke: Health Bill (Seventeenth sitting) (re: puberty blocker) [unscored] | 2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance] | 2026-06-23 DEBATE: Spoke:  Puberty Blockers [unscored] | 2026-03-23 DEBATE: Spoke: Puberty Blockers Clinical Trial [unscored]"
"Jim Allister (Traditional Unionist Voice, North Antrim)",1,,,,,,2026-06-22 DEBATE: Spoke: Pathways Study: Puberty Suppression (re: puberty blocker) [unscored] | 2026-03-23 DEBATE: Spoke: Puberty Blockers Clinical Trial [unscored] | 2024-12-11 DEBATE: Spoke:  Puberty-suppressing Hormones [++: Welcomes puberty blocker ban extension and asks for stricter safeguards] | 2024-07-25 PQ: Puberty Suppressing Hormones [unscored]
"Mr Andrew Snowden (Conservative, Fylde)",1,,,,,,"2026-07-16 PQ: Puberty Suppressing Hormones: Clinical Trials [++: Questions children's capacity to consent to hormone trial, opposing paediatric transition] | 2026-07-13 PQ: Puberty Suppressing Hormones: Clinical Trials [++: Challenges low recruitment ages for puberty suppressant trial, opposing paediatric use] | 2026-07-13 PQ: Puberty Suppressing Hormones: Clinical Trials [0: Neutral factual question on trial funding sources] | 2026-07-09 PQ: Puberty Suppressing Hormones: Clinical Trials [0: Neutral factual question on external representations to MHRA]"
"Nick Timothy (Conservative, West Suffolk)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance] | 2024-10-29 PQ: Puberty Suppressing Hormones [unscored] | 2024-10-29 PQ: Children and Young People's Gender Dysphoria Research Oversight Board [unscored] | 2024-10-17 DEBATE: Spoke: Business of the House (re: Cass Review) [unscored]"
"Sir Julian Lewis (Conservative, New Forest East)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance] | 2026-03-23 DEBATE: Spoke: Puberty Blockers Clinical Trial [+: Questions why children would be treated with puberty blockers before data is verified] | 2025-12-17 DEBATE: Spoke: Puberty Suppressants Trial (re: puberty blocker) [unscored] | 2025-01-13 PQ: Gender Dysphoria: Children [unscored]"
"Bob Blackman (Conservative, Harrow East)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance] | 2025-12-10 PQ: Puberty Suppressing Hormones: Clinical Trials [unscored] | 2022-02-28 EDM-SIGNED: Signed EDM: Pre-legislative scrutiny and delay for the Government's proposed conversion therapy legislation [unscored]"
"Dr Kieran Mullan (Conservative, Bexhill and Battle)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance] | 2026-03-10 DEBATE: Spoke: Courts and Tribunals Bill (re: Tavistock) [0: Concerns jury trials, no relevance to youth gender medicine despite tag] | 2022-06-13 DEBATE: Spoke: Transgender Conversion Therapy [+: Distinguishes coercive conversion therapy from exploratory therapy, protecting legitimate therapeutic freedom]"
"Dr Luke Evans (Conservative, Hinckley and Bosworth)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance] | 2025-11-20 PQ: Gender Dysphoria: Health Services [unscored] | 2025-01-30 DEBATE: Spoke: Medicinal Cannabis (re: private prescriptions) [unscored]"
"Iqbal Mohamed (Independent, Dewsbury and Batley)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance] | 2026-03-23 DEBATE: Spoke: Puberty Blockers Clinical Trial [++: Opposes puberty blocker trial citing harm and high desistance rates in children] | 2025-12-17 DEBATE: Spoke: Puberty Suppressants Trial (re: puberty blocker) [unscored]"
"Jerome Mayhew (Conservative, Broadland and Fakenham)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance] | 2026-06-22 DEBATE: Spoke: Pathways Study: Puberty Suppression (re: puberty blocker) [++: Challenges puberty blocker trial on children, highlighting sterility risk and questionable justification] | 2024-12-11 DEBATE: Spoke:  Rail Services: Devon (re: Tavistock) [unscored]"
"Joe Robertson (Conservative, Isle of Wight East)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance] | 2026-06-23 DEBATE: Spoke:  Puberty Blockers [++: Raises consent concerns and caution over administering puberty blockers to children] | 2025-12-17 DEBATE: Spoke: Puberty Suppressants Trial (re: puberty blocker) [unscored]"
"Mims Davies (Conservative, East Grinstead and Uckfield)",1,,,,,,"2026-06-25 DEBATE: Spoke: Draft Conversion Practices Bill [unscored] | 2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance] | 2025-02-13 DEBATE: Spoke:  LGBT+ History Month (re: Cass Review) [unscored]"
"Sir Bernard Jenkin (Conservative, Harwich and North Essex)",1,,,,,,"2026-06-23 VOTE: Voted Aye: Opposition Day: Puberty blockers [++: Opposition day motion likely sought to restrict puberty blockers, aligning with CitizenGO's stance] | 2025-12-17 DEBATE: Spoke: Puberty Suppressants Trial (re: puberty blocker) [unscored] | 2022-03-10 DEBATE: Spoke: International Women’s Day (re: gender identity service) [unscored]"
