Decision-Maker,++,+,0,-,--,Target (Y/N),Comments
"Martin Vickers (Conservative, Brigg and Immingham)",1,,,,,,"2023-11-29 EDM-SIGNED: Signed EDM: Verification of gestational age for at-home abortions [unscored] | 2022-06-22 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [++: Voted against regulations extending abortion provision in Northern Ireland; free vote] | 2021-05-11 EDM-SIGNED: Signed EDM: At home abortions [unscored] | 2021-04-27 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2021 [++: Voted against extending abortion regulations to Northern Ireland, pro-life aligned; free vote] | 2021-01-12 EDM-SIGNED: Signed EDM: Fetal pain (re: abortion) [unscored] | 2020-06-24 VOTE: Voted No: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [+: Opposed motion introducing buffer zones around abortion clinics; free vote] | 2020-06-17 VOTE: Voted No: Abortion (Northern Ireland) (No. 2) Regulations 2020 [++: Voted against regulations that extended abortion provision in Northern Ireland; free vote] | 2020-06-02 EDM-SIGNED: Signed EDM: UK law on disability-selective abortion [unscored]"
"Sir John Hayes (Conservative, South Holland and The Deepings)",1,,,,,,"2026-01-22 PQ: Abortion: Sex Selection [unscored] | 2025-12-04 PQ: Shoplifting: South Holland and the Deepings (re: Crime and Policing) [unscored] | 2024-10-23 PQ: Abortion: Clinics [unscored] | 2024-10-23 PQ: Abortion: Clinics [unscored] | 2022-06-22 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [++: Voted against regulations extending abortion provision in Northern Ireland; free vote] | 2021-12-21 PQ: Abortion: Drugs [unscored] | 2021-04-27 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2021 [++: Voted against extending abortion regulations to Northern Ireland, pro-life aligned; free vote] | 2020-06-17 VOTE: Voted No: Abortion (Northern Ireland) (No. 2) Regulations 2020 [++: Voted against regulations that extended abortion provision in Northern Ireland; free vote]"
"Sammy Wilson (Democratic Unionist Party, East Antrim)",1,,,,,,"2023-11-29 EDM-SIGNED: Signed EDM: Verification of gestational age for at-home abortions [unscored] | 2022-06-22 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [++: Voted against regulations extending abortion provision in Northern Ireland; free vote] | 2021-05-11 EDM-SIGNED: Signed EDM: At home abortions [unscored] | 2021-04-27 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2021 [++: Voted against extending abortion regulations to Northern Ireland, pro-life aligned; free vote] | 2021-01-12 EDM-SIGNED: Signed EDM: Fetal pain (re: abortion) [unscored] | 2020-06-17 VOTE: Voted No: Abortion (Northern Ireland) (No. 2) Regulations 2020 [++: Voted against regulations that extended abortion provision in Northern Ireland; free vote] | 2020-06-02 EDM-SIGNED: Signed EDM: UK law on disability-selective abortion [unscored]"
"Sir Desmond Swayne (Conservative, New Forest West)",1,,,,,,"2022-06-22 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [++: Voted against regulations extending abortion provision in Northern Ireland; free vote] | 2021-05-11 EDM-SIGNED: Signed EDM: At home abortions [unscored] | 2021-04-27 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2021 [++: Voted against extending abortion regulations to Northern Ireland, pro-life aligned; free vote] | 2021-01-12 EDM-SIGNED: Signed EDM: Fetal pain (re: abortion) [unscored] | 2020-06-24 VOTE: Voted No: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [+: Opposed motion introducing buffer zones around abortion clinics; free vote] | 2020-06-17 VOTE: Voted No: Abortion (Northern Ireland) (No. 2) Regulations 2020 [++: Voted against regulations that extended abortion provision in Northern Ireland; free vote] | 2020-06-02 EDM-SIGNED: Signed EDM: UK law on disability-selective abortion [unscored]"
"Sir Iain Duncan Smith (Conservative, Chingford and Woodford Green)",1,,,,,,"2025-03-10 DEBATE: Spoke:  Crime and Policing Bill [unscored] | 2022-06-22 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [++: Voted against regulations extending abortion provision in Northern Ireland; free vote] | 2021-04-27 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2021 [++: Voted against extending abortion regulations to Northern Ireland, pro-life aligned; free vote] | 2020-06-24 VOTE: Voted No: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [+: Opposed motion introducing buffer zones around abortion clinics; free vote] | 2020-06-17 VOTE: Voted No: Abortion (Northern Ireland) (No. 2) Regulations 2020 [++: Voted against regulations that extended abortion provision in Northern Ireland; free vote]"
"Dr Kieran Mullan (Conservative, Bexhill and Battle)",1,,,,,,"CONFLICTING SIGNALS - review all evidence | 2025-06-02 DEBATE: Spoke: Decriminalising Abortion [0: Shadow minister states neutral opposition stance, respects both sides of abortion debate] | 2021-04-27 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2021 [++: Voted against extending abortion regulations to Northern Ireland, pro-life aligned; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-17 VOTE: Voted No: Abortion (Northern Ireland) (No. 2) Regulations 2020 [++: Voted against regulations that extended abortion provision in Northern Ireland; free vote]"
"Greg Smith (Conservative, Mid Buckinghamshire)",1,,,,,,"2022-06-22 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [++: Voted against regulations extending abortion provision in Northern Ireland; free vote] | 2021-04-27 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2021 [++: Voted against extending abortion regulations to Northern Ireland, pro-life aligned; free vote] | 2020-06-24 VOTE: Voted No: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [+: Opposed motion introducing buffer zones around abortion clinics; free vote] | 2020-06-17 VOTE: Voted No: Abortion (Northern Ireland) (No. 2) Regulations 2020 [++: Voted against regulations that extended abortion provision in Northern Ireland; free vote]"
"Richard Fuller (Conservative, North Bedfordshire)",1,,,,,,"2022-06-22 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [++: Voted against regulations extending abortion provision in Northern Ireland; free vote] | 2021-04-27 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2021 [++: Voted against extending abortion regulations to Northern Ireland, pro-life aligned; free vote] | 2020-06-24 VOTE: Voted No: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [+: Opposed motion introducing buffer zones around abortion clinics; free vote] | 2020-06-17 VOTE: Voted No: Abortion (Northern Ireland) (No. 2) Regulations 2020 [++: Voted against regulations that extended abortion provision in Northern Ireland; free vote]"
"Tim Farron (Liberal Democrat, Westmorland and Lonsdale)",1,,,,,,"2021-05-11 EDM-SIGNED: Signed EDM: At home abortions [unscored] | 2021-04-27 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2021 [++: Voted against extending abortion regulations to Northern Ireland, pro-life aligned; free vote] | 2021-01-12 EDM-SIGNED: Signed EDM: Fetal pain (re: abortion) [unscored] | 2020-06-02 EDM-SIGNED: Signed EDM: UK law on disability-selective abortion [unscored]"
"Andrew Griffith (Conservative, Arundel and South Downs)",1,,,,,,"2022-06-22 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [++: Voted against regulations extending abortion provision in Northern Ireland; free vote] | 2021-04-27 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2021 [++: Voted against extending abortion regulations to Northern Ireland, pro-life aligned; free vote] | 2020-06-17 VOTE: Voted No: Abortion (Northern Ireland) (No. 2) Regulations 2020 [++: Voted against regulations that extended abortion provision in Northern Ireland; free vote]"
"Gareth Bacon (Conservative, Orpington)",1,,,,,,"2021-04-27 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2021 [++: Voted against extending abortion regulations to Northern Ireland, pro-life aligned; free vote] | 2020-06-24 VOTE: Voted No: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [+: Opposed motion introducing buffer zones around abortion clinics; free vote] | 2020-06-17 VOTE: Voted No: Abortion (Northern Ireland) (No. 2) Regulations 2020 [++: Voted against regulations that extended abortion provision in Northern Ireland; free vote]"
"Mike Wood (Conservative, Kingswinford and South Staffordshire)",1,,,,,,"2022-06-22 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [++: Voted against regulations extending abortion provision in Northern Ireland; free vote] | 2021-04-27 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2021 [++: Voted against extending abortion regulations to Northern Ireland, pro-life aligned; free vote] | 2020-06-17 VOTE: Voted No: Abortion (Northern Ireland) (No. 2) Regulations 2020 [++: Voted against regulations that extended abortion provision in Northern Ireland; free vote]"
"Ms Marie Rimmer (Labour, St Helens South and Whiston)",1,,,,,,"2022-05-10 EDM-SIGNED: Signed EDM: Abortion time limits and fetal viability [unscored] | 2021-04-27 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2021 [++: Voted against extending abortion regulations to Northern Ireland, pro-life aligned; free vote] | 2020-06-17 VOTE: Voted No: Abortion (Northern Ireland) (No. 2) Regulations 2020 [++: Voted against regulations that extended abortion provision in Northern Ireland; free vote]"
"Sir Roger Gale (Conservative, Herne Bay and Sandwich)",1,,,,,,"2024-05-15 DEBATE: Spoke: Criminal Justice Bill (re: Offences against the Person Act 1861) [0: Procedural listing of Criminal Justice Bill clauses, no clear stance] | 2021-04-27 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2021 [++: Voted against extending abortion regulations to Northern Ireland, pro-life aligned; free vote] | 2020-06-17 VOTE: Voted No: Abortion (Northern Ireland) (No. 2) Regulations 2020 [++: Voted against regulations that extended abortion provision in Northern Ireland; free vote]"
"Stuart Anderson (Conservative, South Shropshire)",1,,,,,,"2021-04-27 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2021 [++: Voted against extending abortion regulations to Northern Ireland, pro-life aligned; free vote] | 2020-06-24 VOTE: Voted No: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [+: Opposed motion introducing buffer zones around abortion clinics; free vote] | 2020-06-17 VOTE: Voted No: Abortion (Northern Ireland) (No. 2) Regulations 2020 [++: Voted against regulations that extended abortion provision in Northern Ireland; free vote]"
"Jim Allister (Traditional Unionist Voice, North Antrim)",1,,,,,,"2026-05-13 EDM-SIGNED: Signed EDM: Conviction for speech within a safe access zone [++: Criticises safe access zone law for criminalising unrelated religious speech near abortion clinic] | 2026-04-27 EDM-SIGNED: Signed EDM: Impact of the Abortion Act 1967 on levels of abortion [++: Laments abortion numbers, frames abortion as tragedy, calls for support to help women choose life]"
"Juliet Campbell (Labour, Broxtowe)",1,,,,,,"2025-02-26 DEBATE: Spoke: Terminally Ill Adults (End of Life) Bill (Fifteenth sitting) [++: Amendment restricts doctors initiating assisted dying discussion, a clear safeguard against the practice] | 2025-01-29 DEBATE: Spoke: Terminally Ill Adults (End of Life) Bill (Fourth sitting) [unscored]"
"Mike Kane (Labour, Wythenshawe and Sale East)",1,,,,,,"2021-04-27 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2021 [++: Voted against extending abortion regulations to Northern Ireland, pro-life aligned; free vote] | 2020-06-17 VOTE: Voted No: Abortion (Northern Ireland) (No. 2) Regulations 2020 [++: Voted against regulations that extended abortion provision in Northern Ireland; free vote]"
"Mr Mark Francois (Conservative, Rayleigh and Wickford)",1,,,,,,"2021-04-27 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2021 [++: Voted against extending abortion regulations to Northern Ireland, pro-life aligned; free vote] | 2020-06-17 VOTE: Voted No: Abortion (Northern Ireland) (No. 2) Regulations 2020 [++: Voted against regulations that extended abortion provision in Northern Ireland; free vote]"
"Sir Christopher Chope (Conservative, Christchurch)",1,,,,,,"2021-04-27 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2021 [++: Voted against extending abortion regulations to Northern Ireland, pro-life aligned; free vote] | 2020-06-17 VOTE: Voted No: Abortion (Northern Ireland) (No. 2) Regulations 2020 [++: Voted against regulations that extended abortion provision in Northern Ireland; free vote]"
"Sir Geoffrey Cox (Conservative, Torridge and Tavistock)",1,,,,,,"2021-04-27 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2021 [++: Voted against extending abortion regulations to Northern Ireland, pro-life aligned; free vote] | 2020-06-17 VOTE: Voted No: Abortion (Northern Ireland) (No. 2) Regulations 2020 [++: Voted against regulations that extended abortion provision in Northern Ireland; free vote]"
"Sir Julian Lewis (Conservative, New Forest East)",1,,,,,,"2024-07-17 DEBATE: Spoke:  Debate on the Address (re: abortion) [0: Purely congratulatory maiden-speech remarks, no substantive abortion content] | 2020-06-17 VOTE: Voted No: Abortion (Northern Ireland) (No. 2) Regulations 2020 [++: Voted against regulations that extended abortion provision in Northern Ireland; free vote]"
"James McMurdock (Independent, South Basildon and East Thurrock)",1,,,,,,2026-05-13 EDM-SIGNED: Signed EDM: Conviction for speech within a safe access zone [++: Criticises safe access zone law for criminalising unrelated religious speech near abortion clinic]
