speaker,party,seat,direction,onside_confirmed,rose_at_london,start_utc,end_utc,seconds,footage_link,hansard_link
Tracy Gilbert,Lab,Edinburgh North and Leith,"With us, strongly",yes,16:48:00,2026-09-07T15:48:00Z,2026-09-07T15:51:54Z,234,https://parliamentlive.tv/Event/Index/298d5452-e524-4de5-b556-9ef1a433f8f0?in=00:18:00,https://hansard.parliament.uk/Commons/2026-09-07/debates/1DE05B16-B467-48D0-B6E7-6B7AD7F8B921/#contribution-4C2DC75F-A5FC-4485-B3D7-25853C645973
Tracy Gilbert,Lab,Edinburgh North and Leith,"With us, strongly",yes,16:52:42,2026-09-07T15:52:42Z,2026-09-07T15:55:00Z,138,https://parliamentlive.tv/Event/Index/298d5452-e524-4de5-b556-9ef1a433f8f0?in=00:22:42,https://hansard.parliament.uk/Commons/2026-09-07/debates/1DE05B16-B467-48D0-B6E7-6B7AD7F8B921/#contribution-4C2DC75F-A5FC-4485-B3D7-25853C645973
Tracy Gilbert,Lab,Edinburgh North and Leith,"With us, strongly",yes,17:27:06,2026-09-07T16:27:06Z,2026-09-07T16:27:31Z,25,https://parliamentlive.tv/Event/Index/298d5452-e524-4de5-b556-9ef1a433f8f0?in=00:57:06,https://hansard.parliament.uk/Commons/2026-09-07/debates/1DE05B16-B467-48D0-B6E7-6B7AD7F8B921/#contribution-4C2DC75F-A5FC-4485-B3D7-25853C645973
Phil Brickell,Lab,Bolton West,With us,yes,16:51:54,2026-09-07T15:51:54Z,2026-09-07T15:52:42Z,48,https://parliamentlive.tv/Event/Index/298d5452-e524-4de5-b556-9ef1a433f8f0?in=00:21:54,https://hansard.parliament.uk/Commons/2026-09-07/debates/1DE05B16-B467-48D0-B6E7-6B7AD7F8B921/#contribution-3A76514C-0334-482D-9E1C-30EA7955010A
Shivani Raja,Con,Leicester East,"With us, strongly",yes,16:55:00,2026-09-07T15:55:00Z,2026-09-07T15:58:00Z,180,https://parliamentlive.tv/Event/Index/298d5452-e524-4de5-b556-9ef1a433f8f0?in=00:25:00,https://hansard.parliament.uk/Commons/2026-09-07/debates/1DE05B16-B467-48D0-B6E7-6B7AD7F8B921/#contribution-8E870579-0B4E-40BA-B4DD-0E98EBDEAA41
Steve Yemm,Lab,Mansfield,"With us, strongly",yes,16:58:00,2026-09-07T15:58:00Z,2026-09-07T16:01:46Z,226,https://parliamentlive.tv/Event/Index/298d5452-e524-4de5-b556-9ef1a433f8f0?in=00:28:00,https://hansard.parliament.uk/Commons/2026-09-07/debates/1DE05B16-B467-48D0-B6E7-6B7AD7F8B921/#contribution-0AC09DA4-FA0A-4E4D-98F3-C557FB770E14
Steve Yemm,Lab,Mansfield,"With us, strongly",yes,17:12:40,2026-09-07T16:12:40Z,2026-09-07T16:12:55Z,15,https://parliamentlive.tv/Event/Index/298d5452-e524-4de5-b556-9ef1a433f8f0?in=00:42:40,https://hansard.parliament.uk/Commons/2026-09-07/debates/1DE05B16-B467-48D0-B6E7-6B7AD7F8B921/#contribution-0AC09DA4-FA0A-4E4D-98F3-C557FB770E14
Steve Yemm,Lab,Mansfield,"With us, strongly",yes,17:43:44,2026-09-07T16:43:44Z,2026-09-07T16:44:12Z,28,https://parliamentlive.tv/Event/Index/298d5452-e524-4de5-b556-9ef1a433f8f0?in=01:13:44,https://hansard.parliament.uk/Commons/2026-09-07/debates/1DE05B16-B467-48D0-B6E7-6B7AD7F8B921/#contribution-0AC09DA4-FA0A-4E4D-98F3-C557FB770E14
Josh Newbury,Lab,Cannock Chase,Against us,no,17:10:00,2026-09-07T16:10:00Z,2026-09-07T16:12:40Z,160,https://parliamentlive.tv/Event/Index/298d5452-e524-4de5-b556-9ef1a433f8f0?in=00:40:00,https://hansard.parliament.uk/Commons/2026-09-07/debates/1DE05B16-B467-48D0-B6E7-6B7AD7F8B921/#contribution-4A627378-85B7-437D-B061-73DB05181E25
Josh Newbury,Lab,Cannock Chase,Against us,no,17:12:55,2026-09-07T16:12:55Z,2026-09-07T16:14:01Z,66,https://parliamentlive.tv/Event/Index/298d5452-e524-4de5-b556-9ef1a433f8f0?in=00:42:55,https://hansard.parliament.uk/Commons/2026-09-07/debates/1DE05B16-B467-48D0-B6E7-6B7AD7F8B921/#contribution-4A627378-85B7-437D-B061-73DB05181E25
Josh Newbury,Lab,Cannock Chase,Against us,no,17:14:44,2026-09-07T16:14:44Z,2026-09-07T16:15:34Z,50,https://parliamentlive.tv/Event/Index/298d5452-e524-4de5-b556-9ef1a433f8f0?in=00:44:44,https://hansard.parliament.uk/Commons/2026-09-07/debates/1DE05B16-B467-48D0-B6E7-6B7AD7F8B921/#contribution-4A627378-85B7-437D-B061-73DB05181E25
Josh Newbury,Lab,Cannock Chase,Against us,no,17:16:14,2026-09-07T16:16:14Z,2026-09-07T16:18:06Z,112,https://parliamentlive.tv/Event/Index/298d5452-e524-4de5-b556-9ef1a433f8f0?in=00:46:14,https://hansard.parliament.uk/Commons/2026-09-07/debates/1DE05B16-B467-48D0-B6E7-6B7AD7F8B921/#contribution-4A627378-85B7-437D-B061-73DB05181E25
Jess Brown-Fuller,LD,Chichester,Against us,no,17:15:34,2026-09-07T16:15:34Z,2026-09-07T16:16:14Z,40,https://parliamentlive.tv/Event/Index/298d5452-e524-4de5-b556-9ef1a433f8f0?in=00:45:34,https://hansard.parliament.uk/Commons/2026-09-07/debates/1DE05B16-B467-48D0-B6E7-6B7AD7F8B921/#contribution-4B114817-D7FD-46DF-AB38-C8A59656B0DD
Jess Brown-Fuller,LD,Chichester,Against us,no,17:23:53,2026-09-07T16:23:53Z,2026-09-07T16:24:14Z,21,https://parliamentlive.tv/Event/Index/298d5452-e524-4de5-b556-9ef1a433f8f0?in=00:53:53,https://hansard.parliament.uk/Commons/2026-09-07/debates/1DE05B16-B467-48D0-B6E7-6B7AD7F8B921/#contribution-4B114817-D7FD-46DF-AB38-C8A59656B0DD
Jess Brown-Fuller,LD,Chichester,Against us,no,17:26:00,2026-09-07T16:26:00Z,2026-09-07T16:27:06Z,66,https://parliamentlive.tv/Event/Index/298d5452-e524-4de5-b556-9ef1a433f8f0?in=00:56:00,https://hansard.parliament.uk/Commons/2026-09-07/debates/1DE05B16-B467-48D0-B6E7-6B7AD7F8B921/#contribution-4B114817-D7FD-46DF-AB38-C8A59656B0DD
Jess Brown-Fuller,LD,Chichester,Against us,no,17:27:31,2026-09-07T16:27:31Z,2026-09-07T16:28:34Z,63,https://parliamentlive.tv/Event/Index/298d5452-e524-4de5-b556-9ef1a433f8f0?in=00:57:31,https://hansard.parliament.uk/Commons/2026-09-07/debates/1DE05B16-B467-48D0-B6E7-6B7AD7F8B921/#contribution-4B114817-D7FD-46DF-AB38-C8A59656B0DD
Jess Brown-Fuller,LD,Chichester,Against us,no,17:29:30,2026-09-07T16:29:30Z,2026-09-07T16:33:30Z,240,https://parliamentlive.tv/Event/Index/298d5452-e524-4de5-b556-9ef1a433f8f0?in=00:59:30,https://hansard.parliament.uk/Commons/2026-09-07/debates/1DE05B16-B467-48D0-B6E7-6B7AD7F8B921/#contribution-4B114817-D7FD-46DF-AB38-C8A59656B0DD
Jess Brown-Fuller,LD,Chichester,Against us,no,17:34:28,2026-09-07T16:34:28Z,2026-09-07T16:36:00Z,92,https://parliamentlive.tv/Event/Index/298d5452-e524-4de5-b556-9ef1a433f8f0?in=01:04:28,https://hansard.parliament.uk/Commons/2026-09-07/debates/1DE05B16-B467-48D0-B6E7-6B7AD7F8B921/#contribution-4B114817-D7FD-46DF-AB38-C8A59656B0DD
Rachel Taylor,Lab,North Warwickshire and Bedworth,"Against us, strongly",no,17:18:17,2026-09-07T16:18:17Z,2026-09-07T16:21:18Z,181,https://parliamentlive.tv/Event/Index/298d5452-e524-4de5-b556-9ef1a433f8f0?in=00:48:17,https://hansard.parliament.uk/Commons/2026-09-07/debates/1DE05B16-B467-48D0-B6E7-6B7AD7F8B921/#contribution-B285E41E-EE8A-4B4A-BFD5-AB8C4FED6A8C
Rachel Taylor,Lab,North Warwickshire and Bedworth,"Against us, strongly",no,17:21:26,2026-09-07T16:21:26Z,2026-09-07T16:22:00Z,34,https://parliamentlive.tv/Event/Index/298d5452-e524-4de5-b556-9ef1a433f8f0?in=00:51:26,https://hansard.parliament.uk/Commons/2026-09-07/debates/1DE05B16-B467-48D0-B6E7-6B7AD7F8B921/#contribution-B285E41E-EE8A-4B4A-BFD5-AB8C4FED6A8C
Jonathan Hinder,Lab,Pendle and Clitheroe,"With us, strongly",yes,17:22:00,2026-09-07T16:22:00Z,2026-09-07T16:23:53Z,113,https://parliamentlive.tv/Event/Index/298d5452-e524-4de5-b556-9ef1a433f8f0?in=00:52:00,https://hansard.parliament.uk/Commons/2026-09-07/debates/1DE05B16-B467-48D0-B6E7-6B7AD7F8B921/#contribution-A1C84C1B-BAD0-4F0E-A1FF-590E2C06A770
Jonathan Hinder,Lab,Pendle and Clitheroe,"With us, strongly",yes,17:24:14,2026-09-07T16:24:14Z,2026-09-07T16:26:00Z,106,https://parliamentlive.tv/Event/Index/298d5452-e524-4de5-b556-9ef1a433f8f0?in=00:54:14,https://hansard.parliament.uk/Commons/2026-09-07/debates/1DE05B16-B467-48D0-B6E7-6B7AD7F8B921/#contribution-A1C84C1B-BAD0-4F0E-A1FF-590E2C06A770
John Milne,LD,Horsham,Against us,no,17:28:34,2026-09-07T16:28:34Z,2026-09-07T16:29:30Z,56,https://parliamentlive.tv/Event/Index/298d5452-e524-4de5-b556-9ef1a433f8f0?in=00:58:34,https://hansard.parliament.uk/Commons/2026-09-07/debates/1DE05B16-B467-48D0-B6E7-6B7AD7F8B921/#contribution-2BF5C4A2-D278-4B83-A7CB-9FC8B696B956
Dr Neil Shastri-Hurst,Con,Solihull West and Shirley,With us,yes,17:36:00,2026-09-07T16:36:00Z,2026-09-07T16:42:37Z,397,https://parliamentlive.tv/Event/Index/298d5452-e524-4de5-b556-9ef1a433f8f0?in=01:06:00,https://hansard.parliament.uk/Commons/2026-09-07/debates/1DE05B16-B467-48D0-B6E7-6B7AD7F8B921/#contribution-5EEB8405-C487-4758-9EAE-AAF6BF258F2E
Dr Neil Shastri-Hurst,Con,Solihull West and Shirley,With us,yes,17:43:17,2026-09-07T16:43:17Z,2026-09-07T16:43:44Z,27,https://parliamentlive.tv/Event/Index/298d5452-e524-4de5-b556-9ef1a433f8f0?in=01:13:17,https://hansard.parliament.uk/Commons/2026-09-07/debates/1DE05B16-B467-48D0-B6E7-6B7AD7F8B921/#contribution-5EEB8405-C487-4758-9EAE-AAF6BF258F2E
Dr Neil Shastri-Hurst,Con,Solihull West and Shirley,With us,yes,17:44:12,2026-09-07T16:44:12Z,2026-09-07T16:46:00Z,108,https://parliamentlive.tv/Event/Index/298d5452-e524-4de5-b556-9ef1a433f8f0?in=01:14:12,https://hansard.parliament.uk/Commons/2026-09-07/debates/1DE05B16-B467-48D0-B6E7-6B7AD7F8B921/#contribution-5EEB8405-C487-4758-9EAE-AAF6BF258F2E
Dame Diana Johnson,,,Neutral or unclear,no,17:46:00,2026-09-07T16:46:00Z,2026-09-07T16:52:35Z,395,https://parliamentlive.tv/Event/Index/298d5452-e524-4de5-b556-9ef1a433f8f0?in=01:16:00,https://hansard.parliament.uk/Commons/2026-09-07/debates/1DE05B16-B467-48D0-B6E7-6B7AD7F8B921/#contribution-C1C638B5-8256-4228-AF18-940E1E723411
Dame Diana Johnson,,,Neutral or unclear,no,17:53:23,2026-09-07T16:53:23Z,2026-09-07T16:55:05Z,102,https://parliamentlive.tv/Event/Index/298d5452-e524-4de5-b556-9ef1a433f8f0?in=01:23:23,https://hansard.parliament.uk/Commons/2026-09-07/debates/1DE05B16-B467-48D0-B6E7-6B7AD7F8B921/#contribution-C1C638B5-8256-4228-AF18-940E1E723411
