FIVE COLUMNS ANALYSIS (ONLY IF APPROPRIATE)
PLAN STAGE,,,,,,,,,EVALUATE STAGE,
Decision-Maker,# Seats,"""++""","""+""","""0""","""-""","""--""",Target (Y/N),Comments,Vote (Y/N),Comments
"Baroness Elliott of Whitburn Bay (Labour, Life peer)",,0,0,0,1,0,,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Baroness Hooper (Conservative, Life peer)",,0,0,0,1,0,,"2021-04-28 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 ""Lord Shinkwin moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because?they give the Secretary of State the power actively to commission discrimination in Northern Ireland by denying unborn human beings with disabilities the same protections afforded non-disabled human beings between 24 weeks gestation and full term; and because such "" [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-28 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 ""Then Lord Morrow moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because (1) rather than expressing the reality of the union between the constituent parts of the United Kingdom, they place that union in jeopardy, depending as they do on the power in section 9 of the Northern Ireland (Executive Formation etc) Act 2019, which was passe"" [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-28 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 ""Baroness O’Loan moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because (1) the Northern Ireland Assembly is now sitting and the matter is devolved to that legislature; (2) the Regulations raise “complex legal and constitutional questions” in the view of the Secondary Legislation Scrutiny Committee; (3) the Regulations go beyond the "" [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-15 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 ""Baroness O’Loan moved, as an amendment to the motion to approve the Regulations, leave out from “that” to the end, and insert “this House declines to approve the Regulations because they (1) have been rejected by the Northern Ireland Assembly, (2) are legally flawed by being in breach of section 6 of the Northern Ireland Act 1998, (3) do not prohibit abortion on the grounds of non-fatal disability, (4) perpetuate stereotypes towards persons with disabilities, including Down’s syndrome, and (5) d"" [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Baroness Keeley (Labour, Life peer)",,0,0,0,1,0,,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Baroness Morrissey (Conservative, Life peer)",,0,0,0,1,0,,"CONFLICTING SIGNALS - review all evidence | 2023-01-30 DEBATE: Spoke: Public Order Bill (re: abortion) ""Creating buffer zones around abortion clinics is intrinsically fraught, and I hope that noble Lords see Amendments 41 to 43 as striking a careful balance between the aims of safe access zones to protect women and civil liberties. I look forward to hearing..."" [+: Amendments seek balance protecting free speech near abortion clinics while accepting legality] | 2021-04-28 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 ""Lord Shinkwin moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because?they give the Secretary of State the power actively to commission discrimination in Northern Ireland by denying unborn human beings with disabilities the same protections afforded non-disabled human beings between 24 weeks gestation and full term; and because such "" [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-28 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 ""Then Lord Morrow moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because (1) rather than expressing the reality of the union between the constituent parts of the United Kingdom, they place that union in jeopardy, depending as they do on the power in section 9 of the Northern Ireland (Executive Formation etc) Act 2019, which was passe"" [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-28 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 ""Baroness O’Loan moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because (1) the Northern Ireland Assembly is now sitting and the matter is devolved to that legislature; (2) the Regulations raise “complex legal and constitutional questions” in the view of the Secondary Legislation Scrutiny Committee; (3) the Regulations go beyond the "" [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Lord Brennan (Non-affiliated, Life peer)",,0,0,0,1,0,,"2021-04-28 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 ""Lord Shinkwin moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because?they give the Secretary of State the power actively to commission discrimination in Northern Ireland by denying unborn human beings with disabilities the same protections afforded non-disabled human beings between 24 weeks gestation and full term; and because such "" [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-28 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 ""Then Lord Morrow moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because (1) rather than expressing the reality of the union between the constituent parts of the United Kingdom, they place that union in jeopardy, depending as they do on the power in section 9 of the Northern Ireland (Executive Formation etc) Act 2019, which was passe"" [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-28 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 ""Baroness O’Loan moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because (1) the Northern Ireland Assembly is now sitting and the matter is devolved to that legislature; (2) the Regulations raise “complex legal and constitutional questions” in the view of the Secondary Legislation Scrutiny Committee; (3) the Regulations go beyond the "" [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-15 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 ""Baroness O’Loan moved, as an amendment to the motion to approve the Regulations, leave out from “that” to the end, and insert “this House declines to approve the Regulations because they (1) have been rejected by the Northern Ireland Assembly, (2) are legally flawed by being in breach of section 6 of the Northern Ireland Act 1998, (3) do not prohibit abortion on the grounds of non-fatal disability, (4) perpetuate stereotypes towards persons with disabilities, including Down’s syndrome, and (5) d"" [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Lord Brennan of Canton (Labour, Life peer)",,0,0,0,1,0,,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Lord Craig of Radley (Crossbench, Life peer)",,0,0,0,1,0,,"2022-06-21 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 ""Baroness O’Loan moved, as an amendment to the motion to approve the Regulations, at the end insert “but that this House regrets that the Regulations (1) disregard the statutory role of the Northern Ireland Assembly and ignore the devolution settlement, and (2) make substantial constitutional changes via secondary legislation”."" [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-28 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 ""Then Lord Morrow moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because (1) rather than expressing the reality of the union between the constituent parts of the United Kingdom, they place that union in jeopardy, depending as they do on the power in section 9 of the Northern Ireland (Executive Formation etc) Act 2019, which was passe"" [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-28 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 ""Baroness O’Loan moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because (1) the Northern Ireland Assembly is now sitting and the matter is devolved to that legislature; (2) the Regulations raise “complex legal and constitutional questions” in the view of the Secondary Legislation Scrutiny Committee; (3) the Regulations go beyond the "" [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-15 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 ""Baroness O’Loan moved, as an amendment to the motion to approve the Regulations, leave out from “that” to the end, and insert “this House declines to approve the Regulations because they (1) have been rejected by the Northern Ireland Assembly, (2) are legally flawed by being in breach of section 6 of the Northern Ireland Act 1998, (3) do not prohibit abortion on the grounds of non-fatal disability, (4) perpetuate stereotypes towards persons with disabilities, including Down’s syndrome, and (5) d"" [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Lord Deben (Conservative, Life peer)",,0,0,0,1,0,,"2021-04-28 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 ""Lord Shinkwin moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because?they give the Secretary of State the power actively to commission discrimination in Northern Ireland by denying unborn human beings with disabilities the same protections afforded non-disabled human beings between 24 weeks gestation and full term; and because such "" [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-28 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 ""Then Lord Morrow moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because (1) rather than expressing the reality of the union between the constituent parts of the United Kingdom, they place that union in jeopardy, depending as they do on the power in section 9 of the Northern Ireland (Executive Formation etc) Act 2019, which was passe"" [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-28 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 ""Baroness O’Loan moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because (1) the Northern Ireland Assembly is now sitting and the matter is devolved to that legislature; (2) the Regulations raise “complex legal and constitutional questions” in the view of the Secondary Legislation Scrutiny Committee; (3) the Regulations go beyond the "" [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-15 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 ""Baroness O’Loan moved, as an amendment to the motion to approve the Regulations, leave out from “that” to the end, and insert “this House declines to approve the Regulations because they (1) have been rejected by the Northern Ireland Assembly, (2) are legally flawed by being in breach of section 6 of the Northern Ireland Act 1998, (3) do not prohibit abortion on the grounds of non-fatal disability, (4) perpetuate stereotypes towards persons with disabilities, including Down’s syndrome, and (5) d"" [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Lord Moore of Etchingham (Non-affiliated, Life peer)",,0,0,0,1,0,,"2026-01-16 DEBATE: Spoke: Terminally Ill Adults (End of Life) Bill ""Terminally Ill Adults (End of Life) Bill"" [0: Discusses legal language precision, uses abortion and assisted dying as examples without taking position] | 2021-04-28 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 ""Lord Shinkwin moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because?they give the Secretary of State the power actively to commission discrimination in Northern Ireland by denying unborn human beings with disabilities the same protections afforded non-disabled human beings between 24 weeks gestation and full term; and because such "" [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-28 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 ""Then Lord Morrow moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because (1) rather than expressing the reality of the union between the constituent parts of the United Kingdom, they place that union in jeopardy, depending as they do on the power in section 9 of the Northern Ireland (Executive Formation etc) Act 2019, which was passe"" [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-28 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 ""Baroness O’Loan moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because (1) the Northern Ireland Assembly is now sitting and the matter is devolved to that legislature; (2) the Regulations raise “complex legal and constitutional questions” in the view of the Secondary Legislation Scrutiny Committee; (3) the Regulations go beyond the "" [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Lord Whitehead (Labour, Life peer)",,0,0,0,1,0,,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Baroness Beckett (Labour, Life peer)",,0,0,0,1,0,,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Baroness Boycott (Crossbench, Life peer)",,0,0,0,1,0,,"2021-04-28 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 ""Lord Shinkwin moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because?they give the Secretary of State the power actively to commission discrimination in Northern Ireland by denying unborn human beings with disabilities the same protections afforded non-disabled human beings between 24 weeks gestation and full term; and because such "" [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-28 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 ""Baroness O’Loan moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because (1) the Northern Ireland Assembly is now sitting and the matter is devolved to that legislature; (2) the Regulations raise “complex legal and constitutional questions” in the view of the Secondary Legislation Scrutiny Committee; (3) the Regulations go beyond the "" [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-15 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 ""Baroness O’Loan moved, as an amendment to the motion to approve the Regulations, leave out from “that” to the end, and insert “this House declines to approve the Regulations because they (1) have been rejected by the Northern Ireland Assembly, (2) are legally flawed by being in breach of section 6 of the Northern Ireland Act 1998, (3) do not prohibit abortion on the grounds of non-fatal disability, (4) perpetuate stereotypes towards persons with disabilities, including Down’s syndrome, and (5) d"" [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Baroness Brown of Silvertown (Labour, Life peer)",,0,0,0,1,0,,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Baroness Buscombe (Conservative, Life peer)",,0,0,0,1,0,,"2022-06-21 VOTE: Voted No: Abortion (Northern Ireland) Regulations 2022 ""Baroness O’Loan moved, as an amendment to the motion to approve the Regulations, at the end insert “but that this House regrets that the Regulations (1) disregard the statutory role of the Northern Ireland Assembly and ignore the devolution settlement, and (2) make substantial constitutional changes via secondary legislation”."" [-: Opposes regret motion, effectively backs implementation of NI abortion regulations; free vote] | 2020-06-15 VOTE: Voted Aye: Abortion (Northern Ireland) (No 2) Regulations ""Viscount Younger of Leckie moved that the motion to approve the Regulations be agreed to."" [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-15 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 ""Baroness O’Loan moved, as an amendment to the motion to approve the Regulations, leave out from “that” to the end, and insert “this House declines to approve the Regulations because they (1) have been rejected by the Northern Ireland Assembly, (2) are legally flawed by being in breach of section 6 of the Northern Ireland Act 1998, (3) do not prohibit abortion on the grounds of non-fatal disability, (4) perpetuate stereotypes towards persons with disabilities, including Down’s syndrome, and (5) d"" [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Baroness Hodge of Barking (Labour, Life peer)",,0,0,0,1,0,,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Lord Beamish (Labour, Life peer)",,0,0,0,1,0,,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Lord Beith (Liberal Democrat, Life peer)",,0,0,0,1,0,,"2021-04-28 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 ""Lord Shinkwin moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because?they give the Secretary of State the power actively to commission discrimination in Northern Ireland by denying unborn human beings with disabilities the same protections afforded non-disabled human beings between 24 weeks gestation and full term; and because such "" [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-28 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 ""Baroness O’Loan moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because (1) the Northern Ireland Assembly is now sitting and the matter is devolved to that legislature; (2) the Regulations raise “complex legal and constitutional questions” in the view of the Secondary Legislation Scrutiny Committee; (3) the Regulations go beyond the "" [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-15 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 ""Baroness O’Loan moved, as an amendment to the motion to approve the Regulations, leave out from “that” to the end, and insert “this House declines to approve the Regulations because they (1) have been rejected by the Northern Ireland Assembly, (2) are legally flawed by being in breach of section 6 of the Northern Ireland Act 1998, (3) do not prohibit abortion on the grounds of non-fatal disability, (4) perpetuate stereotypes towards persons with disabilities, including Down’s syndrome, and (5) d"" [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Lord Cryer (Labour, Life peer)",,0,0,0,1,0,,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote]",,
"Lord Falconer of Thoroton (Labour, Life peer)",,0,0,0,1,0,,"2026-03-18 DEBATE: Spoke: Crime and Policing Bill ""And, obviously, Scotland voted against assisted dying yesterday, but the principle is that they will not be breaking the law in this country—"" [0: Procedural discussion of cross-border assisted dying legal protections, no clear stance] | 2026-03-18 DEBATE: Spoke: Crime and Policing Bill ""Can I finish my explanation, then hear from the Minister and then take it from there? I have had a very useful discussion with the Minister, who said that the Government took the view that the amendment was premature before Royal Assent in relation to the two..."" [0: Procedural discussion on jurisdictional timing for assisted dying legislation, no clear stance] | 2020-06-15 VOTE: Voted Aye: Abortion (Northern Ireland) (No 2) Regulations ""Viscount Younger of Leckie moved that the motion to approve the Regulations be agreed to."" [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Lord Green of Deddington (Crossbench, Life peer)",,0,0,0,1,0,,"2021-04-28 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 ""Lord Shinkwin moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because?they give the Secretary of State the power actively to commission discrimination in Northern Ireland by denying unborn human beings with disabilities the same protections afforded non-disabled human beings between 24 weeks gestation and full term; and because such "" [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-28 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 ""Then Lord Morrow moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because (1) rather than expressing the reality of the union between the constituent parts of the United Kingdom, they place that union in jeopardy, depending as they do on the power in section 9 of the Northern Ireland (Executive Formation etc) Act 2019, which was passe"" [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-15 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 ""Baroness O’Loan moved, as an amendment to the motion to approve the Regulations, leave out from “that” to the end, and insert “this House declines to approve the Regulations because they (1) have been rejected by the Northern Ireland Assembly, (2) are legally flawed by being in breach of section 6 of the Northern Ireland Act 1998, (3) do not prohibit abortion on the grounds of non-fatal disability, (4) perpetuate stereotypes towards persons with disabilities, including Down’s syndrome, and (5) d"" [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Lord Hannan of Kingsclere (Non-affiliated, Life peer)",,0,0,0,1,0,,"2021-04-28 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 ""Lord Shinkwin moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because?they give the Secretary of State the power actively to commission discrimination in Northern Ireland by denying unborn human beings with disabilities the same protections afforded non-disabled human beings between 24 weeks gestation and full term; and because such "" [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-28 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 ""Then Lord Morrow moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because (1) rather than expressing the reality of the union between the constituent parts of the United Kingdom, they place that union in jeopardy, depending as they do on the power in section 9 of the Northern Ireland (Executive Formation etc) Act 2019, which was passe"" [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-28 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 ""Baroness O’Loan moved, as an amendment to the motion in the name of Viscount Younger of Leckie, to leave out all the words after “that” and insert “this House declines to approve the Regulations laid before the House on 23 March because (1) the Northern Ireland Assembly is now sitting and the matter is devolved to that legislature; (2) the Regulations raise “complex legal and constitutional questions” in the view of the Secondary Legislation Scrutiny Committee; (3) the Regulations go beyond the "" [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Lord Hart of Tenby (Conservative, Life peer)",,0,0,0,1,0,,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-17 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Baroness Browning (Conservative, Life peer)",,0,0,0,1,0,,"2022-06-21 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 ""Baroness O’Loan moved, as an amendment to the motion to approve the Regulations, at the end insert “but that this House regrets that the Regulations (1) disregard the statutory role of the Northern Ireland Assembly and ignore the devolution settlement, and (2) make substantial constitutional changes via secondary legislation”."" [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-15 VOTE: Voted Aye: Abortion (Northern Ireland) (No. 2) Regulations 2020 ""Baroness O’Loan moved, as an amendment to the motion to approve the Regulations, leave out from “that” to the end, and insert “this House declines to approve the Regulations because they (1) have been rejected by the Northern Ireland Assembly, (2) are legally flawed by being in breach of section 6 of the Northern Ireland Act 1998, (3) do not prohibit abortion on the grounds of non-fatal disability, (4) perpetuate stereotypes towards persons with disabilities, including Down’s syndrome, and (5) d"" [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Baroness Debbonaire (Labour, Life peer)",,0,0,0,1,0,,"2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote] | 2020-06-24 VOTE: Voted Aye: Ten Minute Rule Motion: Demonstrations (Abortion Clinics)  [-: Supported motion for abortion clinic buffer zones, restricting pro-life protest rights; free vote]",,
"Baroness May of Maidenhead (Conservative, Life peer)",,0,0,0,1,0,,"2022-06-22 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2022 (SI, 2022, No. 554) [-: Voted to extend abortion services to Northern Ireland; free vote] | 2021-04-27 VOTE: Voted Aye: Abortion (Northern Ireland) Regulations 2021 [-: Voted to extend abortion services to Northern Ireland; free vote]",,
"Lord Black of Brentwood (Conservative, Life peer)",,0,0,0,1,0,,"CONFLICTING SIGNALS - review all evidence | 2026-01-22 DEBATE: Spoke: Crime and Policing Bill ""Finally, there are issues about the compatibility of these clauses with the ECHR. Others are far more expert on this than I am, and I will let them deal with it during this debate, but it is clear to me as a lay person that the interference with freedom of..."" [+: Opposes anonymity clauses limiting reporting on firearms officers, defending press freedom] | 2020-06-15 VOTE: Voted Aye: Abortion (Northern Ireland) (No 2) Regulations ""Viscount Younger of Leckie moved that the motion to approve the Regulations be agreed to."" [-: Voted to extend abortion services to Northern Ireland; free vote]",,
